YEAR|RACE|SEX|SITE|EVENT_TYPE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|POPULATION|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2002|All Races|Female|Chronic Myeloid|Mortality|0.3|0.4|0.4|618|146394634|0.4|0.5|0.4
2003|All Races|Female|Chronic Myeloid|Incidence|1.2|1.3|1.2|1829|138373274|1.3|1.4|1.3
2003|All Races|Female|Chronic Myeloid|Mortality|0.3|0.4|0.3|547|147679036|0.3|0.4|0.4
2004|All Races|Female|Chronic Myeloid|Incidence|1.1|1.3|1.2|1880|142598939|1.3|1.4|1.3
2004|All Races|Female|Chronic Myeloid|Mortality|0.3|0.3|0.3|521|148977286|0.3|0.4|0.3
2005|All Races|Female|Chronic Myeloid|Incidence|1.1|1.3|1.2|1903|143876329|1.3|1.4|1.3
2005|All Races|Female|Chronic Myeloid|Mortality|0.3|0.3|0.3|493|150319521|0.3|0.4|0.3
2006|All Races|Female|Chronic Myeloid|Incidence|1.2|1.3|1.3|2032|145223221|1.3|1.5|1.4
2006|All Races|Female|Chronic Myeloid|Mortality|0.2|0.3|0.3|474|151732647|0.3|0.3|0.3
2006-2010|All Races|Female|Chronic Myeloid|Incidence|1.2|1.2|1.2|9986|732214721|1.3|1.4|1.4
2006-2010|All Races|Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|2213|772700968|0.3|0.3|0.3
2007|All Races|Female|Chronic Myeloid|Incidence|1.1|1.2|1.2|1963|150543802|1.2|1.4|1.3
2007|All Races|Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|447|153166353|0.3|0.3|0.3
2008|All Races|Female|Chronic Myeloid|Incidence|1.1|1.2|1.2|1982|151961343|1.2|1.4|1.3
2008|All Races|Female|Chronic Myeloid|Mortality|0.2|0.2|0.2|403|154604015|0.2|0.3|0.3
2009|All Races|Female|Chronic Myeloid|Incidence|1.2|1.3|1.2|2126|153304117|1.3|1.4|1.4
2009|All Races|Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|443|155964075|0.3|0.3|0.3
2010|All Races|Female|Chronic Myeloid|Incidence|1.2|1.3|1.2|2114|153071919|1.3|1.4|1.4
2010|All Races|Female|Chronic Myeloid|Mortality|0.2|0.3|0.2|446|157233878|0.3|0.3|0.3
1999|All Races|Female|Colon and Rectum|Incidence|48.3|49.0|48.6|66639|122799298|53.9|54.7|54.3
1999|All Races|Female|Colon and Rectum|Mortality|17.5|18.0|17.8|28909|142237295|20.1|20.6|20.3
2000|All Races|Female|Colon and Rectum|Incidence|47.7|48.4|48.1|68485|127339224|53.4|54.2|53.8
2000|All Races|Female|Colon and Rectum|Mortality|17.3|17.7|17.5|28950|143719004|19.9|20.4|20.1
2001|All Races|Female|Colon and Rectum|Incidence|47.1|47.8|47.4|71133|133852494|52.8|53.5|53.1
2001|All Races|Female|Colon and Rectum|Mortality|16.9|17.3|17.1|28579|145077463|19.5|19.9|19.7
2002|All Races|Female|Colon and Rectum|Incidence|46.0|46.7|46.4|69772|134016064|51.7|52.5|52.1
2002|All Races|Female|Colon and Rectum|Mortality|16.4|16.8|16.6|28132|146394634|19.0|19.4|19.2
2003|All Races|Female|Colon and Rectum|Incidence|45.0|45.7|45.3|70792|138373274|50.8|51.5|51.2
2003|All Races|Female|Colon and Rectum|Mortality|16.0|16.4|16.2|27793|147679036|18.6|19.0|18.8
2004|All Races|Female|Colon and Rectum|Incidence|43.7|44.3|44.0|71119|142598939|49.5|50.2|49.9
2004|All Races|Female|Colon and Rectum|Mortality|15.2|15.5|15.3|26699|148977286|17.7|18.1|17.9
2005|All Races|Female|Colon and Rectum|Incidence|42.7|43.3|43.0|70610|143876329|48.7|49.4|49.1
2005|All Races|Female|Colon and Rectum|Mortality|14.6|15.0|14.8|26224|150319521|17.2|17.7|17.4
2006|All Races|Female|Colon and Rectum|Incidence|41.8|42.4|42.1|70074|145223221|47.9|48.6|48.3
2006|All Races|Female|Colon and Rectum|Mortality|14.5|14.9|14.7|26395|151732647|17.2|17.6|17.4
2006-2010|All Races|Female|Colon and Rectum|Incidence|39.0|39.3|39.1|332865|732214721|45.3|45.6|45.5
2006-2010|All Races|Female|Colon and Rectum|Mortality|13.8|13.9|13.9|128548|772700968|16.5|16.7|16.6
2007|All Races|Female|Colon and Rectum|Incidence|40.4|41.0|40.7|70619|150543802|46.6|47.3|46.9
2007|All Races|Female|Colon and Rectum|Mortality|14.2|14.5|14.4|26215|153166353|16.9|17.3|17.1
2008|All Races|Female|Colon and Rectum|Incidence|39.3|39.9|39.6|69849|151961343|45.6|46.3|46.0
2008|All Races|Female|Colon and Rectum|Mortality|13.8|14.1|14.0|25924|154604015|16.6|17.0|16.8
2009|All Races|Female|Colon and Rectum|Incidence|37.4|38.0|37.7|67571|153304117|43.7|44.4|44.1
2009|All Races|Female|Colon and Rectum|Mortality|13.1|13.4|13.3|25042|155964075|15.9|16.3|16.1
2010|All Races|Female|Colon and Rectum|Incidence|35.2|35.7|35.4|63907|153071919|41.4|42.1|41.7
2010|All Races|Female|Colon and Rectum|Mortality|12.8|13.2|13.0|24972|157233878|15.7|16.1|15.9
1999|All Races|Female|Colon excluding Rectum|Incidence|36.3|37.0|36.7|50564|122799298|40.8|41.5|41.2
1999|All Races|Female|Colon excluding Rectum|Mortality|15.2|15.6|15.4|25125|142237295|17.4|17.9|17.7
2000|All Races|Female|Colon excluding Rectum|Incidence|36.2|36.8|36.5|52300|127339224|40.7|41.4|41.1
2000|All Races|Female|Colon excluding Rectum|Mortality|15.0|15.4|15.2|25169|143719004|17.3|17.7|17.5
2001|All Races|Female|Colon excluding Rectum|Incidence|35.7|36.3|36.0|54346|133852494|40.3|40.9|40.6
2001|All Races|Female|Colon excluding Rectum|Mortality|14.6|15.0|14.8|24801|145077463|16.9|17.3|17.1
2002|All Races|Female|Colon excluding Rectum|Incidence|34.9|35.5|35.2|53312|134016064|39.4|40.1|39.8
2002|All Races|Female|Colon excluding Rectum|Mortality|14.2|14.5|14.3|24318|146394634|16.4|16.8|16.6
2003|All Races|Female|Colon excluding Rectum|Incidence|34.1|34.7|34.4|54005|138373274|38.7|39.4|39.0
2003|All Races|Female|Colon excluding Rectum|Mortality|13.8|14.1|14.0|23998|147679036|16.0|16.5|16.3
2004|All Races|Female|Colon excluding Rectum|Incidence|33.0|33.6|33.3|54090|142598939|37.6|38.3|37.9
2004|All Races|Female|Colon excluding Rectum|Mortality|13.0|13.3|13.1|22914|148977286|15.2|15.6|15.4
2005|All Races|Female|Colon excluding Rectum|Incidence|32.3|32.8|32.5|53700|143876329|37.0|37.6|37.3
2005|All Races|Female|Colon excluding Rectum|Mortality|12.5|12.8|12.6|22397|150319521|14.7|15.1|14.9
2006|All Races|Female|Colon excluding Rectum|Incidence|31.6|32.1|31.8|53203|145223221|36.3|36.9|36.6
2006|All Races|Female|Colon excluding Rectum|Mortality|12.3|12.7|12.5|22456|151732647|14.6|15.0|14.8
2006-2010|All Races|Female|Colon excluding Rectum|Incidence|29.4|29.6|29.5|251993|732214721|34.3|34.5|34.4
2006-2010|All Races|Female|Colon excluding Rectum|Mortality|11.6|11.7|11.6|108355|772700968|13.9|14.1|14.0
2007|All Races|Female|Colon excluding Rectum|Incidence|30.4|31.0|30.7|53495|150543802|35.2|35.8|35.5
2007|All Races|Female|Colon excluding Rectum|Mortality|12.0|12.3|12.2|22264|153166353|14.3|14.7|14.5
2008|All Races|Female|Colon excluding Rectum|Incidence|29.6|30.1|29.9|53019|151961343|34.6|35.2|34.9
2008|All Races|Female|Colon excluding Rectum|Mortality|11.6|11.9|11.8|21863|154604015|14.0|14.3|14.1
2009|All Races|Female|Colon excluding Rectum|Incidence|28.1|28.6|28.4|51100|153304117|33.0|33.6|33.3
2009|All Races|Female|Colon excluding Rectum|Mortality|11.0|11.3|11.1|21021|155964075|13.3|13.7|13.5
2010|All Races|Female|Colon excluding Rectum|Incidence|26.3|26.8|26.5|48072|153071919|31.1|31.7|31.4
2010|All Races|Female|Colon excluding Rectum|Mortality|10.6|10.9|10.8|20751|157233878|13.0|13.4|13.2
1999|All Races|Female|Corpus|Incidence|23.3|23.8|23.6|30466|122799298|24.5|25.1|24.8
1999|All Races|Female|Corpus|Mortality|1.9|2.0|2.0|3121|142237295|2.1|2.3|2.2
2000|All Races|Female|Corpus|Incidence|22.9|23.4|23.2|31199|127339224|24.2|24.8|24.5
2000|All Races|Female|Corpus|Mortality|1.9|2.0|2.0|3139|143719004|2.1|2.3|2.2
2001|All Races|Female|Corpus|Incidence|23.3|23.8|23.5|33531|133852494|24.8|25.3|25.1
2001|All Races|Female|Corpus|Mortality|1.9|2.0|2.0|3185|145077463|2.1|2.3|2.2
2002|All Races|Female|Corpus|Incidence|23.0|23.5|23.3|33540|134016064|24.8|25.3|25.0
2002|All Races|Female|Corpus|Mortality|1.9|2.0|1.9|3187|146394634|2.1|2.3|2.2
2003|All Races|Female|Corpus|Incidence|22.2|22.6|22.4|33665|138373274|24.1|24.6|24.3
2003|All Races|Female|Corpus|Mortality|1.9|2.0|2.0|3261|147679036|2.1|2.3|2.2
2004|All Races|Female|Corpus|Incidence|22.5|23.0|22.8|35650|142598939|24.7|25.3|25.0
2004|All Races|Female|Corpus|Mortality|1.9|2.0|1.9|3272|148977286|2.1|2.3|2.2
2005|All Races|Female|Corpus|Incidence|22.8|23.3|23.0|36724|143876329|25.3|25.8|25.5
2005|All Races|Female|Corpus|Mortality|1.8|2.0|1.9|3259|150319521|2.1|2.2|2.2
2006|All Races|Female|Corpus|Incidence|23.0|23.5|23.2|37812|145223221|25.8|26.3|26.0
2006|All Races|Female|Corpus|Mortality|1.9|2.1|2.0|3449|151732647|2.2|2.4|2.3
2006-2010|All Races|Female|Corpus|Incidence|23.8|24.0|23.9|200603|732214721|27.3|27.5|27.4
2006-2010|All Races|Female|Corpus|Mortality|1.9|1.9|1.9|17239|772700968|2.2|2.3|2.2
2007|All Races|Female|Corpus|Incidence|23.2|23.7|23.5|40066|150543802|26.4|26.9|26.6
2007|All Races|Female|Corpus|Mortality|1.8|2.0|1.9|3377|153166353|2.1|2.3|2.2
2008|All Races|Female|Corpus|Incidence|23.6|24.1|23.8|41555|151961343|27.1|27.6|27.3
2008|All Races|Female|Corpus|Mortality|1.8|2.0|1.9|3436|154604015|2.1|2.3|2.2
2009|All Races|Female|Corpus|Incidence|24.1|24.5|24.3|43276|153304117|28.0|28.5|28.2
2009|All Races|Female|Corpus|Mortality|1.7|1.9|1.8|3333|155964075|2.1|2.2|2.1
2010|All Races|Female|Corpus|Incidence|23.8|24.3|24.0|43324|153071919|28.0|28.6|28.3
2010|All Races|Female|Corpus|Mortality|1.9|2.0|1.9|3644|157233878|2.2|2.4|2.3
1999|All Races|Female|Corpus and Uterus, NOS|Incidence|24.1|24.6|24.4|31515|122799298|25.4|25.9|25.7
1999|All Races|Female|Corpus and Uterus, NOS|Mortality|4.0|4.2|4.1|6468|142237295|4.4|4.7|4.5
2000|All Races|Female|Corpus and Uterus, NOS|Incidence|23.7|24.2|24.0|32304|127339224|25.1|25.6|25.4
2000|All Races|Female|Corpus and Uterus, NOS|Mortality|4.0|4.2|4.1|6585|143719004|4.5|4.7|4.6
2001|All Races|Female|Corpus and Uterus, NOS|Incidence|24.1|24.6|24.3|34697|133852494|25.6|26.2|25.9
2001|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|6783|145077463|4.6|4.8|4.7
2002|All Races|Female|Corpus and Uterus, NOS|Incidence|23.8|24.3|24.1|34712|134016064|25.6|26.2|25.9
2002|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|6853|146394634|4.6|4.8|4.7
2003|All Races|Female|Corpus and Uterus, NOS|Incidence|22.9|23.4|23.2|34876|138373274|24.9|25.5|25.2
2003|All Races|Female|Corpus and Uterus, NOS|Mortality|4.0|4.2|4.1|6899|147679036|4.6|4.8|4.7
2004|All Races|Female|Corpus and Uterus, NOS|Incidence|23.3|23.8|23.5|36850|142598939|25.6|26.1|25.8
2004|All Races|Female|Corpus and Uterus, NOS|Mortality|4.0|4.2|4.1|6990|148977286|4.6|4.8|4.7
2005|All Races|Female|Corpus and Uterus, NOS|Incidence|23.5|24.0|23.8|37966|143876329|26.1|26.7|26.4
2005|All Races|Female|Corpus and Uterus, NOS|Mortality|4.0|4.2|4.1|7096|150319521|4.6|4.8|4.7
2006|All Races|Female|Corpus and Uterus, NOS|Incidence|23.7|24.2|24.0|39005|145223221|26.6|27.1|26.9
2006|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|7384|151732647|4.8|5.0|4.9
2006-2010|All Races|Female|Corpus and Uterus, NOS|Incidence|24.5|24.7|24.6|207099|732214721|28.2|28.4|28.3
2006-2010|All Races|Female|Corpus and Uterus, NOS|Mortality|4.2|4.3|4.3|38630|772700968|4.9|5.0|5.0
2007|All Races|Female|Corpus and Uterus, NOS|Incidence|24.0|24.4|24.2|41312|150543802|27.2|27.7|27.4
2007|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|7456|153166353|4.8|5.0|4.9
2008|All Races|Female|Corpus and Uterus, NOS|Incidence|24.4|24.9|24.6|42968|151961343|28.0|28.5|28.3
2008|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|7675|154604015|4.9|5.1|5.0
2009|All Races|Female|Corpus and Uterus, NOS|Incidence|24.9|25.4|25.1|44767|153304117|28.9|29.5|29.2
2009|All Races|Female|Corpus and Uterus, NOS|Mortality|4.1|4.3|4.2|7713|155964075|4.8|5.1|4.9
2010|All Races|Female|Corpus and Uterus, NOS|Incidence|24.6|25.1|24.8|44717|153071919|28.9|29.5|29.2
2010|All Races|Female|Corpus and Uterus, NOS|Mortality|4.4|4.5|4.5|8402|157233878|5.2|5.5|5.3
1999|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|582|122799298|0.4|0.5|0.5
2000|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|617|127339224|0.4|0.5|0.5
2001|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|673|133852494|0.5|0.5|0.5
2002|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|654|134016064|0.5|0.5|0.5
2003|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.5|0.6|0.5|766|138373274|0.5|0.6|0.6
2004|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.5|0.6|0.5|771|142598939|0.5|0.6|0.5
2005|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.5|0.6|0.5|779|143876329|0.5|0.6|0.5
2006|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|686|145223221|0.4|0.5|0.5
2006-2010|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|3476|732214721|0.5|0.5|0.5
2007|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|724|150543802|0.4|0.5|0.5
2008|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|740|151961343|0.5|0.5|0.5
2009|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.5|0.5|735|153304117|0.4|0.5|0.5
2010|All Races|Female|Cranial Nerves and Other Nervous System|Incidence|0.4|0.4|0.4|662|153071919|0.4|0.5|0.4
1999|All Races|Female|Digestive System|Incidence|75.4|76.3|75.8|103727|122799298|84.0|85.0|84.5
1999|All Races|Female|Digestive System|Mortality|37.2|37.8|37.5|60610|142237295|42.3|43.0|42.6
2000|All Races|Female|Digestive System|Incidence|74.9|75.8|75.4|107117|127339224|83.6|84.6|84.1
2000|All Races|Female|Digestive System|Mortality|37.0|37.6|37.3|61220|143719004|42.3|42.9|42.6
2001|All Races|Female|Digestive System|Incidence|74.3|75.2|74.7|111865|133852494|83.1|84.1|83.6
2001|All Races|Female|Digestive System|Mortality|36.5|37.1|36.8|61023|145077463|41.7|42.4|42.1
2002|All Races|Female|Digestive System|Incidence|73.5|74.4|74.0|111108|134016064|82.4|83.4|82.9
2002|All Races|Female|Digestive System|Mortality|35.8|36.4|36.1|60573|146394634|41.0|41.7|41.4
2003|All Races|Female|Digestive System|Incidence|73.0|73.9|73.5|114556|138373274|82.3|83.3|82.8
2003|All Races|Female|Digestive System|Mortality|35.5|36.0|35.7|60832|147679036|40.9|41.5|41.2
2004|All Races|Female|Digestive System|Incidence|71.9|72.8|72.3|116707|142598939|81.4|82.3|81.8
2004|All Races|Female|Digestive System|Mortality|34.6|35.1|34.9|60088|148977286|40.0|40.7|40.3
2005|All Races|Female|Digestive System|Incidence|71.2|72.0|71.6|117257|143876329|81.0|82.0|81.5
2005|All Races|Female|Digestive System|Mortality|34.1|34.6|34.4|60133|150319521|39.7|40.3|40.0
2006|All Races|Female|Digestive System|Incidence|70.5|71.4|70.9|117884|145223221|80.7|81.6|81.2
2006|All Races|Female|Digestive System|Mortality|34.1|34.6|34.3|60934|151732647|39.8|40.5|40.2
2006-2010|All Races|Female|Digestive System|Incidence|68.2|68.5|68.3|581475|732214721|79.2|79.6|79.4
2006-2010|All Races|Female|Digestive System|Mortality|33.1|33.4|33.3|305612|772700968|39.4|39.7|39.6
2007|All Races|Female|Digestive System|Incidence|69.3|70.1|69.7|120731|150543802|79.7|80.7|80.2
2007|All Races|Female|Digestive System|Mortality|33.3|33.8|33.5|60583|153166353|39.2|39.9|39.6
2008|All Races|Female|Digestive System|Incidence|68.5|69.3|68.9|121586|151961343|79.6|80.5|80.0
2008|All Races|Female|Digestive System|Mortality|33.0|33.6|33.3|61246|154604015|39.3|39.9|39.6
2009|All Races|Female|Digestive System|Incidence|66.8|67.6|67.2|120455|153304117|78.1|79.0|78.6
2009|All Races|Female|Digestive System|Mortality|32.3|32.8|32.6|60867|155964075|38.7|39.3|39.0
2010|All Races|Female|Digestive System|Incidence|64.1|64.9|64.5|116455|153071919|75.6|76.5|76.1
2010|All Races|Female|Digestive System|Mortality|32.3|32.8|32.5|61982|157233878|39.1|39.7|39.4
1999|All Races|Female|Endocrine System|Incidence|10.4|10.7|10.5|13065|122799298|10.5|10.8|10.6
1999|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.7|1162|142237295|0.8|0.9|0.8
2000|All Races|Female|Endocrine System|Incidence|11.5|11.8|11.7|15014|127339224|11.6|12.0|11.8
2000|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1204|143719004|0.8|0.9|0.8
2001|All Races|Female|Endocrine System|Incidence|12.0|12.4|12.2|16585|133852494|12.2|12.6|12.4
2001|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1235|145077463|0.8|0.9|0.9
2002|All Races|Female|Endocrine System|Incidence|12.9|13.3|13.1|17772|134016064|13.1|13.5|13.3
2002|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1224|146394634|0.8|0.9|0.8
2003|All Races|Female|Endocrine System|Incidence|13.6|14.0|13.8|19415|138373274|13.8|14.2|14.0
2003|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.7|1188|147679036|0.8|0.9|0.8
2004|All Races|Female|Endocrine System|Incidence|14.7|15.1|14.9|21689|142598939|15.0|15.4|15.2
2004|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.7|1245|148977286|0.8|0.9|0.8
2005|All Races|Female|Endocrine System|Incidence|15.7|16.1|15.9|23509|143876329|16.1|16.5|16.3
2005|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1278|150319521|0.8|0.9|0.9
2006|All Races|Female|Endocrine System|Incidence|16.7|17.1|16.9|25263|145223221|17.2|17.6|17.4
2006|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1355|151732647|0.8|0.9|0.9
2006-2010|All Races|Female|Endocrine System|Incidence|19.1|19.3|19.2|145204|732214721|19.7|19.9|19.8
2006-2010|All Races|Female|Endocrine System|Mortality|0.8|0.8|0.8|6955|772700968|0.9|0.9|0.9
2007|All Races|Female|Endocrine System|Incidence|17.8|18.2|18.0|27964|150543802|18.4|18.8|18.6
2007|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1353|153166353|0.8|0.9|0.9
2008|All Races|Female|Endocrine System|Incidence|19.2|19.7|19.4|30562|151961343|19.9|20.3|20.1
2008|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1400|154604015|0.9|1.0|0.9
2009|All Races|Female|Endocrine System|Incidence|20.2|20.7|20.4|32432|153304117|20.9|21.4|21.2
2009|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1426|155964075|0.9|1.0|0.9
2010|All Races|Female|Endocrine System|Incidence|20.3|20.8|20.5|32657|153071919|21.1|21.6|21.3
2010|All Races|Female|Endocrine System|Mortality|0.7|0.8|0.8|1421|157233878|0.9|1.0|0.9
1999|All Races|Female|Esophagus|Incidence|2.1|2.2|2.1|2930|122799298|2.3|2.5|2.4
1999|All Races|Female|Esophagus|Mortality|1.7|1.8|1.8|2824|142237295|1.9|2.1|2.0
2000|All Races|Female|Esophagus|Incidence|2.1|2.3|2.2|3079|127339224|2.3|2.5|2.4
2000|All Races|Female|Esophagus|Mortality|1.8|1.9|1.8|2953|143719004|2.0|2.1|2.1
2001|All Races|Female|Esophagus|Incidence|2.0|2.2|2.1|3116|133852494|2.2|2.4|2.3
2001|All Races|Female|Esophagus|Mortality|1.7|1.9|1.8|2923|145077463|1.9|2.1|2.0
2002|All Races|Female|Esophagus|Incidence|2.0|2.1|2.1|3077|134016064|2.2|2.4|2.3
2002|All Races|Female|Esophagus|Mortality|1.7|1.8|1.8|2911|146394634|1.9|2.1|2.0
2003|All Races|Female|Esophagus|Incidence|2.0|2.1|2.0|3167|138373274|2.2|2.4|2.3
2003|All Races|Female|Esophagus|Mortality|1.7|1.8|1.7|2939|147679036|1.9|2.1|2.0
2004|All Races|Female|Esophagus|Incidence|2.0|2.1|2.1|3337|142598939|2.3|2.4|2.3
2004|All Races|Female|Esophagus|Mortality|1.7|1.8|1.7|2942|148977286|1.9|2.0|2.0
2005|All Races|Female|Esophagus|Incidence|1.9|2.1|2.0|3233|143876329|2.2|2.3|2.2
2005|All Races|Female|Esophagus|Mortality|1.6|1.7|1.7|2888|150319521|1.9|2.0|1.9
2006|All Races|Female|Esophagus|Incidence|1.9|2.1|2.0|3319|145223221|2.2|2.4|2.3
2006|All Races|Female|Esophagus|Mortality|1.6|1.8|1.7|2963|151732647|1.9|2.0|2.0
2006-2010|All Races|Female|Esophagus|Incidence|1.9|1.9|1.9|16192|732214721|2.2|2.2|2.2
2006-2010|All Races|Female|Esophagus|Mortality|1.6|1.6|1.6|14625|772700968|1.9|1.9|1.9
2007|All Races|Female|Esophagus|Incidence|1.8|2.0|1.9|3316|150543802|2.1|2.3|2.2
2007|All Races|Female|Esophagus|Mortality|1.5|1.7|1.6|2842|153166353|1.8|1.9|1.9
2008|All Races|Female|Esophagus|Incidence|1.8|2.0|1.9|3346|151961343|2.1|2.3|2.2
2008|All Races|Female|Esophagus|Mortality|1.5|1.6|1.6|2867|154604015|1.8|1.9|1.9
2009|All Races|Female|Esophagus|Incidence|1.8|1.9|1.9|3410|153304117|2.2|2.3|2.2
2009|All Races|Female|Esophagus|Mortality|1.5|1.6|1.5|2879|155964075|1.8|1.9|1.8
2010|All Races|Female|Esophagus|Incidence|1.7|1.8|1.8|3224|153071919|2.0|2.2|2.1
2010|All Races|Female|Esophagus|Mortality|1.6|1.7|1.6|3074|157233878|1.9|2.0|2.0
1999|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.8|978|122799298|0.7|0.8|0.8
1999|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|121|142237295|0.1|0.1|0.1
2000|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|951|127339224|0.7|0.8|0.7
2000|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|106|143719004|0.1|0.1|0.1
2001|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|1020|133852494|0.7|0.8|0.8
2001|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|110|145077463|0.1|0.1|0.1
2002|All Races|Female|Eye and Orbit|Incidence|0.6|0.7|0.7|987|134016064|0.7|0.8|0.7
2002|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|123|146394634|0.1|0.1|0.1
2003|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|1100|138373274|0.7|0.8|0.8
2003|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|109|147679036|0.1|0.1|0.1
2004|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.8|1144|142598939|0.8|0.9|0.8
2004|All Races|Female|Eye and Orbit|Mortality|0.0|0.1|0.1|96|148977286|0.1|0.1|0.1
2005|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|1160|143876329|0.8|0.9|0.8
2005|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|107|150319521|0.1|0.1|0.1
2006|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|1183|145223221|0.8|0.9|0.8
2006|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|111|151732647|0.1|0.1|0.1
2006-2010|All Races|Female|Eye and Orbit|Incidence|0.7|0.7|0.7|5832|732214721|0.8|0.8|0.8
2006-2010|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|648|772700968|0.1|0.1|0.1
2007|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.8|1257|150543802|0.8|0.9|0.8
2007|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|120|153166353|0.1|0.1|0.1
2008|All Races|Female|Eye and Orbit|Incidence|0.7|0.8|0.7|1228|151961343|0.8|0.9|0.8
2008|All Races|Female|Eye and Orbit|Mortality|0.1|0.1|0.1|128|154604015|0.1|0.1|0.1
