AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
15.7|17.6|16.6|1250|XI Other malignant epithelial neoplasms and malignant melanomas|74755914|0-19|All Races|Male and Female|2001|15.8|17.7|16.7
0.1|0.3|0.2|16|XI(a) Adrenocortical carcinomas|74755914|0-19|All Races|Male and Female|2001|0.1|0.3|0.2
5.3|6.4|5.8|438|XI(b) Thyroid carcinomas|74755914|0-19|All Races|Male and Female|2001|5.3|6.4|5.9
0.4|0.8|0.6|43|XI(c) Nasopharyngeal carcinomas|74755914|0-19|All Races|Male and Female|2001|0.4|0.8|0.6
5.3|6.4|5.9|441|XI(d) Malignant melanomas|74755914|0-19|All Races|Male and Female|2001|5.4|6.5|5.9
~|~|~|~|XI(e) Skin carcinomas|74755914|0-19|All Races|Male and Female|2001|~|~|~
3.6|4.6|4.1|307|XI(f) Other and unspecified carcinomas|74755914|0-19|All Races|Male and Female|2001|3.7|4.6|4.1
0.7|1.1|0.9|66|XII Other and unspecified malignant neoplasms|74755914|0-19|All Races|Male and Female|2001|0.7|1.1|0.9
0.3|0.6|0.4|29|XII(a) Other specified malignant tumors|74755914|0-19|All Races|Male and Female|2001|0.3|0.6|0.4
0.3|0.7|0.5|37|XII(b) Other unspecified malignant tumors|74755914|0-19|All Races|Male and Female|2001|0.3|0.7|0.5
168.3|174.3|171.3|12757|All ICCC Groups Combined|74436080|0-19|All Races|Male and Female|2002|168.4|174.4|171.4
43.7|46.7|45.2|3349|I Leukemias, myeloproliferative & myelodysplastic diseases|74436080|0-19|All Races|Male and Female|2002|43.5|46.5|45.0
30.9|33.5|32.2|2382|I(a) Lymphoid leukemias|74436080|0-19|All Races|Male and Female|2002|30.7|33.3|32.0
7.6|8.9|8.2|611|I(b) Acute myeloid leukemias|74436080|0-19|All Races|Male and Female|2002|7.6|8.9|8.2
1.8|2.4|2.1|156|I(c) Chronic myeloproliferative diseases|74436080|0-19|All Races|Male and Female|2002|1.8|2.5|2.1
1.3|1.9|1.5|115|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|74436080|0-19|All Races|Male and Female|2002|1.3|1.9|1.5
0.9|1.4|1.1|85|I(e) Unspecified and other specified leukemias|74436080|0-19|All Races|Male and Female|2002|0.9|1.4|1.1
23.4|25.6|24.5|1834|II Lymphomas and reticuloendothelial neoplasms|74436080|0-19|All Races|Male and Female|2002|23.5|25.8|24.6
11.4|13.0|12.2|919|II(a) Hodgkin lymphomas|74436080|0-19|All Races|Male and Female|2002|11.6|13.2|12.3
7.7|9.0|8.3|621|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|74436080|0-19|All Races|Male and Female|2002|7.7|9.0|8.3
2.4|3.1|2.7|202|II(c) Burkitt lymphoma|74436080|0-19|All Races|Male and Female|2002|2.4|3.1|2.7
0.7|1.1|0.9|66|II(d) Miscellaneous lymphoreticular neoplasms|74436080|0-19|All Races|Male and Female|2002|0.7|1.1|0.9
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|74436080|0-19|All Races|Male and Female|2002|0.2|0.5|0.3
30.1|32.6|31.3|2323|III CNS and misc intracranial and intraspinal neoplasms|74436080|0-19|All Races|Male and Female|2002|30.0|32.5|31.2
2.6|3.5|3.0|225|III(a) Ependymomas and choroid plexus tumor|74436080|0-19|All Races|Male and Female|2002|2.6|3.4|3.0
14.4|16.2|15.2|1131|III(b) Astrocytomas|74436080|0-19|All Races|Male and Female|2002|14.3|16.1|15.2
5.8|7.0|6.4|472|III(c) Intracranial and intraspinal embryonal tumors|74436080|0-19|All Races|Male and Female|2002|5.8|6.9|6.3
5.0|6.1|5.5|410|III(d) Other gliomas|74436080|0-19|All Races|Male and Female|2002|5.0|6.1|5.5
0.6|1.0|0.7|55|III(e) Other specified intracranial & intraspinal neoplasms|74436080|0-19|All Races|Male and Female|2002|0.6|1.0|0.7
0.3|0.6|0.4|30|III(f) Unspecified intracranial and intraspinal neoplasms|74436080|0-19|All Races|Male and Female|2002|0.3|0.6|0.4
7.8|9.1|8.5|627|IV Neuroblastoma and other peripheral nervous cell tumors|74436080|0-19|All Races|Male and Female|2002|7.8|9.1|8.4
7.6|8.9|8.2|610|IV(a) Neuroblastoma and ganglioneuroblastoma|74436080|0-19|All Races|Male and Female|2002|7.6|8.9|8.2
0.1|0.4|0.2|17|IV(b) Other peripheral nervous cell tumors|74436080|0-19|All Races|Male and Female|2002|0.1|0.4|0.2
11.1|12.6|11.8|882|IX Soft tissue and other extraosseous sarcomas|74436080|0-19|All Races|Male and Female|2002|11.1|12.7|11.8
4.4|5.4|4.9|364|IX(a) Rhabdomyosarcomas|74436080|0-19|All Races|Male and Female|2002|4.4|5.4|4.9
1.0|1.5|1.2|92|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|74436080|0-19|All Races|Male and Female|2002|1.0|1.5|1.2
~|~|~|~|IX(c) Kaposi sarcoma|74436080|0-19|All Races|Male and Female|2002|~|~|~
4.2|5.2|4.7|352|IX(d) Other specified soft tissue sarcomas|74436080|0-19|All Races|Male and Female|2002|4.2|5.2|4.7
0.8|1.2|1.0|74|IX(e) Unspecified soft tissue sarcomas|74436080|0-19|All Races|Male and Female|2002|0.8|1.2|1.0
0.2|0.5|0.3|25|Not classified by ICCC|74436080|0-19|All Races|Male and Female|2002|0.2|0.5|0.3
2.4|3.2|2.8|208|V Retinoblastoma|74436080|0-19|All Races|Male and Female|2002|2.4|3.2|2.8
5.9|7.0|6.4|475|VI Renal tumors|74436080|0-19|All Races|Male and Female|2002|5.8|7.0|6.4
5.4|6.6|6.0|441|VI(a) Nephroblastoma and other nonepithelial renal tumors|74436080|0-19|All Races|Male and Female|2002|5.4|6.5|5.9
0.3|0.6|0.4|33|VI(b) Renal carcinomas|74436080|0-19|All Races|Male and Female|2002|0.3|0.6|0.4
~|~|~|~|VI(c) Unspecified malignant renal tumors|74436080|0-19|All Races|Male and Female|2002|~|~|~
1.4|2.0|1.7|123|VII Hepatic tumors|74436080|0-19|All Races|Male and Female|2002|1.4|2.0|1.7
0.9|1.4|1.1|85|VII(a) Hepatoblastoma|74436080|0-19|All Races|Male and Female|2002|0.9|1.4|1.1
0.3|0.7|0.5|37|VII(b) Hepatic carcinomas|74436080|0-19|All Races|Male and Female|2002|0.3|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|74436080|0-19|All Races|Male and Female|2002|~|~|~
8.6|9.9|9.2|693|VIII Malignant bone tumors|74436080|0-19|All Races|Male and Female|2002|8.6|10.0|9.3
4.5|5.5|4.9|372|VIII(a) Osteosarcomas|74436080|0-19|All Races|Male and Female|2002|4.5|5.5|5.0
0.3|0.7|0.5|37|VIII(b) Chondrosarcomas|74436080|0-19|All Races|Male and Female|2002|0.3|0.7|0.5
2.7|3.5|3.1|231|VIII(c) Ewing tumor and related sarcomas of bone|74436080|0-19|All Races|Male and Female|2002|2.7|3.5|3.1
0.4|0.7|0.5|41|VIII(d) Other specified malignant bone tumors|74436080|0-19|All Races|Male and Female|2002|0.4|0.7|0.6
~|~|~|~|VIII(e) Unspecified malignant bone tumors|74436080|0-19|All Races|Male and Female|2002|~|~|~
10.5|12.0|11.2|841|X Germ cell, trophoblastic tumors & neoplasms of gonads|74436080|0-19|All Races|Male and Female|2002|10.5|12.1|11.3
1.4|2.0|1.7|126|X(a) Intracranial & intraspinal germ cell tumors|74436080|0-19|All Races|Male and Female|2002|1.4|2.0|1.7
1.3|1.9|1.6|120|X(b) Malignant extracranial & extragonadal germ cell tumors|74436080|0-19|All Races|Male and Female|2002|1.3|1.9|1.6
6.7|7.9|7.3|547|X(c) Malignant gonadal germ cell tumors|74436080|0-19|All Races|Male and Female|2002|6.7|8.0|7.3
0.2|0.5|0.3|24|X(d) Gonadal carcinomas|74436080|0-19|All Races|Male and Female|2002|0.2|0.5|0.3
0.2|0.5|0.3|24|X(e) Other and unspecified malignant gonadal tumors|74436080|0-19|All Races|Male and Female|2002|0.2|0.5|0.3
16.5|18.4|17.4|1307|XI Other malignant epithelial neoplasms and malignant melanomas|74436080|0-19|All Races|Male and Female|2002|16.6|18.5|17.6
0.2|0.4|0.3|19|XI(a) Adrenocortical carcinomas|74436080|0-19|All Races|Male and Female|2002|0.2|0.4|0.3
5.1|6.2|5.7|425|XI(b) Thyroid carcinomas|74436080|0-19|All Races|Male and Female|2002|5.2|6.3|5.7
0.5|0.8|0.6|47|XI(c) Nasopharyngeal carcinomas|74436080|0-19|All Races|Male and Female|2002|0.5|0.8|0.6
6.1|7.3|6.7|504|XI(d) Malignant melanomas|74436080|0-19|All Races|Male and Female|2002|6.2|7.4|6.8
~|~|~|~|XI(e) Skin carcinomas|74436080|0-19|All Races|Male and Female|2002|~|~|~
3.6|4.5|4.0|304|XI(f) Other and unspecified carcinomas|74436080|0-19|All Races|Male and Female|2002|3.6|4.6|4.1
0.7|1.2|0.9|70|XII Other and unspecified malignant neoplasms|74436080|0-19|All Races|Male and Female|2002|0.7|1.2|0.9
0.3|0.7|0.5|35|XII(a) Other specified malignant tumors|74436080|0-19|All Races|Male and Female|2002|0.3|0.7|0.5
0.3|0.6|0.5|35|XII(b) Other unspecified malignant tumors|74436080|0-19|All Races|Male and Female|2002|0.3|0.7|0.5
164.6|170.4|167.5|12835|All ICCC Groups Combined|76413922|0-19|All Races|Male and Female|2003|165.1|170.9|168.0
42.0|44.9|43.4|3305|I Leukemias, myeloproliferative & myelodysplastic diseases|76413922|0-19|All Races|Male and Female|2003|41.8|44.8|43.3
29.7|32.2|30.9|2343|I(a) Lymphoid leukemias|76413922|0-19|All Races|Male and Female|2003|29.4|31.9|30.7
7.2|8.4|7.8|596|I(b) Acute myeloid leukemias|76413922|0-19|All Races|Male and Female|2003|7.2|8.5|7.8
1.9|2.6|2.2|171|I(c) Chronic myeloproliferative diseases|76413922|0-19|All Races|Male and Female|2003|1.9|2.6|2.2
1.3|1.9|1.6|121|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|76413922|0-19|All Races|Male and Female|2003|1.3|1.9|1.6
0.8|1.2|1.0|74|I(e) Unspecified and other specified leukemias|76413922|0-19|All Races|Male and Female|2003|0.8|1.2|1.0
22.7|24.9|23.8|1831|II Lymphomas and reticuloendothelial neoplasms|76413922|0-19|All Races|Male and Female|2003|22.9|25.1|24.0
11.3|12.8|12.1|933|II(a) Hodgkin lymphomas|76413922|0-19|All Races|Male and Female|2003|11.4|13.0|12.2
7.4|8.7|8.0|618|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|76413922|0-19|All Races|Male and Female|2003|7.5|8.8|8.1
2.2|3.0|2.6|195|II(c) Burkitt lymphoma|76413922|0-19|All Races|Male and Female|2003|2.2|2.9|2.6
0.7|1.1|0.9|68|II(d) Miscellaneous lymphoreticular neoplasms|76413922|0-19|All Races|Male and Female|2003|0.7|1.1|0.9
0.1|0.4|0.2|17|II(e) Unspecified lymphomas|76413922|0-19|All Races|Male and Female|2003|0.1|0.4|0.2
29.1|31.6|30.3|2310|III CNS and misc intracranial and intraspinal neoplasms|76413922|0-19|All Races|Male and Female|2003|29.0|31.5|30.2
2.0|2.7|2.3|179|III(a) Ependymomas and choroid plexus tumor|76413922|0-19|All Races|Male and Female|2003|2.0|2.7|2.3
14.5|16.2|15.3|1169|III(b) Astrocytomas|76413922|0-19|All Races|Male and Female|2003|14.4|16.2|15.3
5.7|6.8|6.2|472|III(c) Intracranial and intraspinal embryonal tumors|76413922|0-19|All Races|Male and Female|2003|5.6|6.8|6.2
4.8|5.8|5.3|402|III(d) Other gliomas|76413922|0-19|All Races|Male and Female|2003|4.8|5.8|5.3
0.6|1.0|0.8|60|III(e) Other specified intracranial & intraspinal neoplasms|76413922|0-19|All Races|Male and Female|2003|0.6|1.0|0.8
0.2|0.5|0.4|28|III(f) Unspecified intracranial and intraspinal neoplasms|76413922|0-19|All Races|Male and Female|2003|0.2|0.5|0.4
7.5|8.8|8.1|622|IV Neuroblastoma and other peripheral nervous cell tumors|76413922|0-19|All Races|Male and Female|2003|7.5|8.8|8.1
7.3|8.6|8.0|609|IV(a) Neuroblastoma and ganglioneuroblastoma|76413922|0-19|All Races|Male and Female|2003|7.3|8.6|8.0
~|~|~|~|IV(b) Other peripheral nervous cell tumors|76413922|0-19|All Races|Male and Female|2003|~|~|~
11.3|12.9|12.1|931|IX Soft tissue and other extraosseous sarcomas|76413922|0-19|All Races|Male and Female|2003|11.4|13.0|12.2
4.3|5.3|4.8|365|IX(a) Rhabdomyosarcomas|76413922|0-19|All Races|Male and Female|2003|4.3|5.3|4.8
1.2|1.7|1.4|110|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|76413922|0-19|All Races|Male and Female|2003|1.2|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|76413922|0-19|All Races|Male and Female|2003|~|~|~
4.2|5.1|4.6|357|IX(d) Other specified soft tissue sarcomas|76413922|0-19|All Races|Male and Female|2003|4.2|5.2|4.7
1.0|1.5|1.2|96|IX(e) Unspecified soft tissue sarcomas|76413922|0-19|All Races|Male and Female|2003|1.0|1.5|1.3
0.2|0.4|0.3|22|Not classified by ICCC|76413922|0-19|All Races|Male and Female|2003|0.2|0.4|0.3
2.7|3.5|3.1|237|V Retinoblastoma|76413922|0-19|All Races|Male and Female|2003|2.7|3.5|3.1
6.2|7.4|6.8|513|VI Renal tumors|76413922|0-19|All Races|Male and Female|2003|6.1|7.3|6.7
5.6|6.7|6.2|466|VI(a) Nephroblastoma and other nonepithelial renal tumors|76413922|0-19|All Races|Male and Female|2003|5.6|6.7|6.1
0.4|0.8|0.6|43|VI(b) Renal carcinomas|76413922|0-19|All Races|Male and Female|2003|0.4|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|76413922|0-19|All Races|Male and Female|2003|~|~|~
1.8|2.5|2.1|165|VII Hepatic tumors|76413922|0-19|All Races|Male and Female|2003|1.8|2.5|2.2
1.3|1.9|1.6|119|VII(a) Hepatoblastoma|76413922|0-19|All Races|Male and Female|2003|1.3|1.9|1.6
0.4|0.8|0.6|46|VII(b) Hepatic carcinomas|76413922|0-19|All Races|Male and Female|2003|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|76413922|0-19|All Races|Male and Female|2003|~|~|~
8.0|9.4|8.7|672|VIII Malignant bone tumors|76413922|0-19|All Races|Male and Female|2003|8.1|9.5|8.8
4.7|5.8|5.2|405|VIII(a) Osteosarcomas|76413922|0-19|All Races|Male and Female|2003|4.8|5.8|5.3
0.1|0.4|0.2|19|VIII(b) Chondrosarcomas|76413922|0-19|All Races|Male and Female|2003|0.1|0.4|0.2
2.3|3.0|2.6|204|VIII(c) Ewing tumor and related sarcomas of bone|76413922|0-19|All Races|Male and Female|2003|2.3|3.1|2.7
0.2|0.5|0.3|27|VIII(d) Other specified malignant bone tumors|76413922|0-19|All Races|Male and Female|2003|0.2|0.5|0.4
0.1|0.4|0.2|17|VIII(e) Unspecified malignant bone tumors|76413922|0-19|All Races|Male and Female|2003|0.1|0.4|0.2
9.7|11.1|10.4|806|X Germ cell, trophoblastic tumors & neoplasms of gonads|76413922|0-19|All Races|Male and Female|2003|9.8|11.3|10.5
1.2|1.7|1.4|109|X(a) Intracranial & intraspinal germ cell tumors|76413922|0-19|All Races|Male and Female|2003|1.2|1.7|1.4
1.2|1.7|1.5|112|X(b) Malignant extracranial & extragonadal germ cell tumors|76413922|0-19|All Races|Male and Female|2003|1.2|1.8|1.5
6.2|7.4|6.8|527|X(c) Malignant gonadal germ cell tumors|76413922|0-19|All Races|Male and Female|2003|6.3|7.5|6.9
0.3|0.6|0.4|30|X(d) Gonadal carcinomas|76413922|0-19|All Races|Male and Female|2003|0.3|0.6|0.4
0.2|0.5|0.4|28|X(e) Other and unspecified malignant gonadal tumors|76413922|0-19|All Races|Male and Female|2003|0.2|0.5|0.4
16.3|18.2|17.3|1339|XI Other malignant epithelial neoplasms and malignant melanomas|76413922|0-19|All Races|Male and Female|2003|16.6|18.5|17.5
0.1|0.4|0.2|18|XI(a) Adrenocortical carcinomas|76413922|0-19|All Races|Male and Female|2003|0.1|0.4|0.2
5.5|6.6|6.0|469|XI(b) Thyroid carcinomas|76413922|0-19|All Races|Male and Female|2003|5.6|6.7|6.1
0.5|0.9|0.7|53|XI(c) Nasopharyngeal carcinomas|76413922|0-19|All Races|Male and Female|2003|0.5|0.9|0.7
5.4|6.5|5.9|460|XI(d) Malignant melanomas|76413922|0-19|All Races|Male and Female|2003|5.5|6.6|6.0
~|~|~|~|XI(e) Skin carcinomas|76413922|0-19|All Races|Male and Female|2003|~|~|~
3.8|4.8|4.3|331|XI(f) Other and unspecified carcinomas|76413922|0-19|All Races|Male and Female|2003|3.9|4.8|4.3
0.8|1.3|1.1|82|XII Other and unspecified malignant neoplasms|76413922|0-19|All Races|Male and Female|2003|0.9|1.3|1.1
0.3|0.7|0.5|37|XII(a) Other specified malignant tumors|76413922|0-19|All Races|Male and Female|2003|0.3|0.7|0.5
0.4|0.8|0.6|45|XII(b) Other unspecified malignant tumors|76413922|0-19|All Races|Male and Female|2003|0.4|0.8|0.6
170.1|175.9|173.0|13611|All ICCC Groups Combined|78301500|0-19|All Races|Male and Female|2004|170.9|176.8|173.8
44.5|47.5|46.0|3589|I Leukemias, myeloproliferative & myelodysplastic diseases|78301500|0-19|All Races|Male and Female|2004|44.3|47.4|45.8
31.8|34.4|33.1|2573|I(a) Lymphoid leukemias|78301500|0-19|All Races|Male and Female|2004|31.6|34.2|32.9
7.7|9.0|8.3|653|I(b) Acute myeloid leukemias|78301500|0-19|All Races|Male and Female|2004|7.7|9.0|8.3
1.7|2.4|2.0|162|I(c) Chronic myeloproliferative diseases|78301500|0-19|All Races|Male and Female|2004|1.8|2.4|2.1
1.1|1.6|1.3|104|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|78301500|0-19|All Races|Male and Female|2004|1.1|1.6|1.3
1.0|1.5|1.2|97|I(e) Unspecified and other specified leukemias|78301500|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
22.9|25.1|24.0|1903|II Lymphomas and reticuloendothelial neoplasms|78301500|0-19|All Races|Male and Female|2004|23.2|25.4|24.3
11.0|12.6|11.8|941|II(a) Hodgkin lymphomas|78301500|0-19|All Races|Male and Female|2004|11.3|12.8|12.0
7.8|9.1|8.4|666|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|78301500|0-19|All Races|Male and Female|2004|7.9|9.2|8.5
2.0|2.7|2.4|185|II(c) Burkitt lymphoma|78301500|0-19|All Races|Male and Female|2004|2.0|2.7|2.4
0.9|1.3|1.1|85|II(d) Miscellaneous lymphoreticular neoplasms|78301500|0-19|All Races|Male and Female|2004|0.9|1.3|1.1
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|78301500|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
30.7|33.3|32.0|2493|III CNS and misc intracranial and intraspinal neoplasms|78301500|0-19|All Races|Male and Female|2004|30.6|33.1|31.8
2.4|3.1|2.7|213|III(a) Ependymomas and choroid plexus tumor|78301500|0-19|All Races|Male and Female|2004|2.4|3.1|2.7
15.5|17.3|16.3|1275|III(b) Astrocytomas|78301500|0-19|All Races|Male and Female|2004|15.4|17.2|16.3
6.0|7.1|6.5|507|III(c) Intracranial and intraspinal embryonal tumors|78301500|0-19|All Races|Male and Female|2004|5.9|7.1|6.5
4.7|5.7|5.2|402|III(d) Other gliomas|78301500|0-19|All Races|Male and Female|2004|4.6|5.7|5.1
0.5|0.9|0.7|56|III(e) Other specified intracranial & intraspinal neoplasms|78301500|0-19|All Races|Male and Female|2004|0.5|0.9|0.7
0.4|0.7|0.5|40|III(f) Unspecified intracranial and intraspinal neoplasms|78301500|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
7.7|9.0|8.3|652|IV Neuroblastoma and other peripheral nervous cell tumors|78301500|0-19|All Races|Male and Female|2004|7.7|9.0|8.3
7.4|8.7|8.0|630|IV(a) Neuroblastoma and ganglioneuroblastoma|78301500|0-19|All Races|Male and Female|2004|7.4|8.7|8.0
0.2|0.4|0.3|22|IV(b) Other peripheral nervous cell tumors|78301500|0-19|All Races|Male and Female|2004|0.2|0.4|0.3
11.2|12.7|11.9|941|IX Soft tissue and other extraosseous sarcomas|78301500|0-19|All Races|Male and Female|2004|11.3|12.8|12.0
3.9|4.8|4.3|340|IX(a) Rhabdomyosarcomas|78301500|0-19|All Races|Male and Female|2004|3.9|4.8|4.3
1.1|1.6|1.3|106|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|78301500|0-19|All Races|Male and Female|2004|1.1|1.6|1.4
~|~|~|~|IX(c) Kaposi sarcoma|78301500|0-19|All Races|Male and Female|2004|~|~|~
4.5|5.5|5.0|396|IX(d) Other specified soft tissue sarcomas|78301500|0-19|All Races|Male and Female|2004|4.6|5.6|5.1
1.0|1.5|1.2|96|IX(e) Unspecified soft tissue sarcomas|78301500|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
0.2|0.5|0.3|27|Not classified by ICCC|78301500|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
2.7|3.5|3.1|245|V Retinoblastoma|78301500|0-19|All Races|Male and Female|2004|2.7|3.5|3.1
5.9|7.1|6.5|504|VI Renal tumors|78301500|0-19|All Races|Male and Female|2004|5.9|7.0|6.4
5.3|6.4|5.9|456|VI(a) Nephroblastoma and other nonepithelial renal tumors|78301500|0-19|All Races|Male and Female|2004|5.3|6.4|5.8
0.4|0.8|0.6|45|VI(b) Renal carcinomas|78301500|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|78301500|0-19|All Races|Male and Female|2004|~|~|~
2.0|2.7|2.3|184|VII Hepatic tumors|78301500|0-19|All Races|Male and Female|2004|2.0|2.7|2.3
1.4|2.0|1.7|131|VII(a) Hepatoblastoma|78301500|0-19|All Races|Male and Female|2004|1.4|2.0|1.7
0.4|0.8|0.6|48|VII(b) Hepatic carcinomas|78301500|0-19|All Races|Male and Female|2004|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|78301500|0-19|All Races|Male and Female|2004|~|~|~
8.3|9.6|8.9|707|VIII Malignant bone tumors|78301500|0-19|All Races|Male and Female|2004|8.4|9.7|9.0
4.6|5.7|5.1|407|VIII(a) Osteosarcomas|78301500|0-19|All Races|Male and Female|2004|4.7|5.7|5.2
0.3|0.7|0.5|39|VIII(b) Chondrosarcomas|78301500|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
2.3|3.0|2.6|210|VIII(c) Ewing tumor and related sarcomas of bone|78301500|0-19|All Races|Male and Female|2004|2.3|3.1|2.7
0.3|0.7|0.5|38|VIII(d) Other specified malignant bone tumors|78301500|0-19|All Races|Male and Female|2004|0.3|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|78301500|0-19|All Races|Male and Female|2004|~|~|~
10.2|11.7|11.0|875|X Germ cell, trophoblastic tumors & neoplasms of gonads|78301500|0-19|All Races|Male and Female|2004|10.4|11.9|11.2
1.4|2.0|1.7|137|X(a) Intracranial & intraspinal germ cell tumors|78301500|0-19|All Races|Male and Female|2004|1.5|2.1|1.7
1.0|1.6|1.3|102|X(b) Malignant extracranial & extragonadal germ cell tumors|78301500|0-19|All Races|Male and Female|2004|1.1|1.6|1.3
6.6|7.8|7.2|578|X(c) Malignant gonadal germ cell tumors|78301500|0-19|All Races|Male and Female|2004|6.8|8.0|7.4
0.3|0.6|0.4|32|X(d) Gonadal carcinomas|78301500|0-19|All Races|Male and Female|2004|0.3|0.6|0.4
0.2|0.5|0.3|26|X(e) Other and unspecified malignant gonadal tumors|78301500|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
17.0|18.8|17.9|1426|XI Other malignant epithelial neoplasms and malignant melanomas|78301500|0-19|All Races|Male and Female|2004|17.3|19.2|18.2
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|78301500|0-19|All Races|Male and Female|2004|0.1|0.4|0.2
6.2|7.3|6.7|536|XI(b) Thyroid carcinomas|78301500|0-19|All Races|Male and Female|2004|6.3|7.5|6.8
0.4|0.8|0.6|45|XI(c) Nasopharyngeal carcinomas|78301500|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
6.0|7.1|6.5|522|XI(d) Malignant melanomas|78301500|0-19|All Races|Male and Female|2004|6.1|7.3|6.7
~|~|~|~|XI(e) Skin carcinomas|78301500|0-19|All Races|Male and Female|2004|~|~|~
3.3|4.2|3.7|298|XI(f) Other and unspecified carcinomas|78301500|0-19|All Races|Male and Female|2004|3.4|4.3|3.8
0.6|1.0|0.8|65|XII Other and unspecified malignant neoplasms|78301500|0-19|All Races|Male and Female|2004|0.6|1.1|0.8
0.2|0.5|0.4|28|XII(a) Other specified malignant tumors|78301500|0-19|All Races|Male and Female|2004|0.2|0.5|0.4
0.3|0.6|0.5|37|XII(b) Other unspecified malignant tumors|78301500|0-19|All Races|Male and Female|2004|0.3|0.7|0.5
168.6|174.4|171.5|13570|All ICCC Groups Combined|78541923|0-19|All Races|Male and Female|2005|169.9|175.7|172.8
42.9|45.9|44.4|3480|I Leukemias, myeloproliferative & myelodysplastic diseases|78541923|0-19|All Races|Male and Female|2005|42.8|45.8|44.3
30.8|33.3|32.0|2502|I(a) Lymphoid leukemias|78541923|0-19|All Races|Male and Female|2005|30.6|33.1|31.9
6.9|8.1|7.5|594|I(b) Acute myeloid leukemias|78541923|0-19|All Races|Male and Female|2005|7.0|8.2|7.6
1.7|2.3|2.0|157|I(c) Chronic myeloproliferative diseases|78541923|0-19|All Races|Male and Female|2005|1.7|2.3|2.0
1.3|1.9|1.6|124|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|78541923|0-19|All Races|Male and Female|2005|1.3|1.9|1.6
1.1|1.6|1.3|103|I(e) Unspecified and other specified leukemias|78541923|0-19|All Races|Male and Female|2005|1.1|1.6|1.3
24.7|26.9|25.8|2061|II Lymphomas and reticuloendothelial neoplasms|78541923|0-19|All Races|Male and Female|2005|25.1|27.4|26.2
11.8|13.4|12.6|1014|II(a) Hodgkin lymphomas|78541923|0-19|All Races|Male and Female|2005|12.1|13.7|12.9
8.5|9.8|9.1|726|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|78541923|0-19|All Races|Male and Female|2005|8.6|9.9|9.2
2.2|2.9|2.5|197|II(c) Burkitt lymphoma|78541923|0-19|All Races|Male and Female|2005|2.2|2.9|2.5
1.0|1.5|1.2|98|II(d) Miscellaneous lymphoreticular neoplasms|78541923|0-19|All Races|Male and Female|2005|1.0|1.5|1.2
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|78541923|0-19|All Races|Male and Female|2005|0.2|0.5|0.3
28.4|30.9|29.6|2316|III CNS and misc intracranial and intraspinal neoplasms|78541923|0-19|All Races|Male and Female|2005|28.3|30.7|29.5
2.5|3.2|2.8|222|III(a) Ependymomas and choroid plexus tumor|78541923|0-19|All Races|Male and Female|2005|2.5|3.2|2.8
14.2|15.9|15.0|1176|III(b) Astrocytomas|78541923|0-19|All Races|Male and Female|2005|14.1|15.9|15.0
5.3|6.4|5.8|454|III(c) Intracranial and intraspinal embryonal tumors|78541923|0-19|All Races|Male and Female|2005|5.3|6.3|5.8
4.4|5.3|4.8|377|III(d) Other gliomas|78541923|0-19|All Races|Male and Female|2005|4.3|5.3|4.8
