AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Malignant|~|39875033|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Malignant|~|39970215|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|~|~|~|Malignant|~|39544072|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|42|38177564|Female|Meningioma|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|38177564|Female|Meningioma|2004|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|65|38305772|Female|Meningioma|2005|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|38305772|Female|Meningioma|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|39|38466303|Female|Meningioma|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|38466303|Female|Meningioma|2006|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|260|191951502|Female|Meningioma|2006-2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|191951502|Female|Meningioma|2006-2010|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|53|39682297|Female|Meningioma|2007|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39682297|Female|Meningioma|2007|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|39875033|Female|Meningioma|2008|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39875033|Female|Meningioma|2008|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|55|39970215|Female|Meningioma|2009|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39970215|Female|Meningioma|2009|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|56|39544072|Female|Meningioma|2010|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|39544072|Female|Meningioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Mixed glioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|20|38177564|Female|Mixed glioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Mixed glioma|2005|~|~|~
0-19|~|~|~|Malignant|~|38305772|Female|Mixed glioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|38466303|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Malignant|~|38466303|Female|Mixed glioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|191951502|Female|Mixed glioma|2006-2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|73|191951502|Female|Mixed glioma|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|39682297|Female|Mixed glioma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|39682297|Female|Mixed glioma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Mixed glioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|39875033|Female|Mixed glioma|2008|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Mixed glioma|2009|~|~|~
0-19|~|~|~|Malignant|~|39970215|Female|Mixed glioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Mixed glioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|39544072|Female|Mixed glioma|2010|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|31|38177564|Female|Neoplasm, unspecified|2004|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|26|38177564|Female|Neoplasm, unspecified|2004|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|50|38305772|Female|Neoplasm, unspecified|2005|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|18|38305772|Female|Neoplasm, unspecified|2005|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|46|38466303|Female|Neoplasm, unspecified|2006|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|23|38466303|Female|Neoplasm, unspecified|2006|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|281|191951502|Female|Neoplasm, unspecified|2006-2010|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|82|191951502|Female|Neoplasm, unspecified|2006-2010|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|44|39682297|Female|Neoplasm, unspecified|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|16|39682297|Female|Neoplasm, unspecified|2007|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|68|39875033|Female|Neoplasm, unspecified|2008|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|16|39875033|Female|Neoplasm, unspecified|2008|0.0|0.1|0.0
0-19|0.1|0.2|0.1|Benign/Borderline|57|39970215|Female|Neoplasm, unspecified|2009|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|18|39970215|Female|Neoplasm, unspecified|2009|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|73|39544072|Female|Neoplasm, unspecified|2010|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39544072|Female|Neoplasm, unspecified|2010|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|91|38177564|Female|Nerve sheath, benign and malignant|2004|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|38177564|Female|Nerve sheath, benign and malignant|2004|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|139|38305772|Female|Nerve sheath, benign and malignant|2005|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|38305772|Female|Nerve sheath, benign and malignant|2005|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|132|38466303|Female|Nerve sheath, benign and malignant|2006|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|38466303|Female|Nerve sheath, benign and malignant|2006|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|527|191951502|Female|Nerve sheath, benign and malignant|2006-2010|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|191951502|Female|Nerve sheath, benign and malignant|2006-2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|104|39682297|Female|Nerve sheath, benign and malignant|2007|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39682297|Female|Nerve sheath, benign and malignant|2007|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|117|39875033|Female|Nerve sheath, benign and malignant|2008|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|39875033|Female|Nerve sheath, benign and malignant|2008|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|116|39970215|Female|Nerve sheath, benign and malignant|2009|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39970215|Female|Nerve sheath, benign and malignant|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|90|39544072|Female|Nerve sheath, benign and malignant|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|39544072|Female|Nerve sheath, benign and malignant|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Malignant|~|38177564|Female|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Malignant|~|38305772|Female|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|38466303|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Malignant|~|38466303|Female|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|191951502|Female|Neuroepithelial|2006-2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|29|191951502|Female|Neuroepithelial|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|39682297|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Malignant|~|39682297|Female|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Malignant|~|39875033|Female|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Malignant|~|39970215|Female|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Malignant|~|39544072|Female|Neuroepithelial|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|110|38177564|Female|Neuronal/glial, neuronal|2004|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|21|38177564|Female|Neuronal/glial, neuronal|2004|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|128|38305772|Female|Neuronal/glial, neuronal|2005|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|23|38305772|Female|Neuronal/glial, neuronal|2005|0.0|0.1|0.1
0-19|0.2|0.4|0.3|Benign/Borderline|114|38466303|Female|Neuronal/glial, neuronal|2006|0.2|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|23|38466303|Female|Neuronal/glial, neuronal|2006|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Benign/Borderline|612|191951502|Female|Neuronal/glial, neuronal|2006-2010|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|112|191951502|Female|Neuronal/glial, neuronal|2006-2010|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|130|39682297|Female|Neuronal/glial, neuronal|2007|0.3|0.4|0.3
0-19|0.1|0.1|0.1|Malignant|30|39682297|Female|Neuronal/glial, neuronal|2007|0.1|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|125|39875033|Female|Neuronal/glial, neuronal|2008|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|26|39875033|Female|Neuronal/glial, neuronal|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|125|39970215|Female|Neuronal/glial, neuronal|2009|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|39970215|Female|Neuronal/glial, neuronal|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|136|39544072|Female|Neuronal/glial, neuronal|2010|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|21|39544072|Female|Neuronal/glial, neuronal|2010|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Oligodendroglioma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|24|38177564|Female|Oligodendroglioma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Oligodendroglioma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|20|38305772|Female|Oligodendroglioma|2005|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|38466303|Female|Oligodendroglioma|2006|~|~|~
0-19|0.0|0.1|0.1|Malignant|22|38466303|Female|Oligodendroglioma|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|191951502|Female|Oligodendroglioma|2006-2010|~|~|~
0-19|0.0|0.1|0.1|Malignant|102|191951502|Female|Oligodendroglioma|2006-2010|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39682297|Female|Oligodendroglioma|2007|~|~|~
0-19|0.0|0.1|0.1|Malignant|28|39682297|Female|Oligodendroglioma|2007|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Oligodendroglioma|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|39875033|Female|Oligodendroglioma|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Oligodendroglioma|2009|~|~|~
0-19|~|~|~|Malignant|~|39970215|Female|Oligodendroglioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Oligodendroglioma|2010|~|~|~
0-19|0.0|0.1|0.1|Malignant|23|39544072|Female|Oligodendroglioma|2010|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Other mesenchymal|2004|~|~|~
0-19|~|~|~|Malignant|~|38177564|Female|Other mesenchymal|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Other mesenchymal|2005|~|~|~
0-19|~|~|~|Malignant|~|38305772|Female|Other mesenchymal|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|38466303|Female|Other mesenchymal|2006|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|38466303|Female|Other mesenchymal|2006|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|84|191951502|Female|Other mesenchymal|2006-2010|0.0|0.1|0.0
0-19|0.0|0.0|0.0|Malignant|34|191951502|Female|Other mesenchymal|2006-2010|0.0|0.0|0.0
0-19|0.0|0.1|0.0|Benign/Borderline|16|39682297|Female|Other mesenchymal|2007|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39682297|Female|Other mesenchymal|2007|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|16|39875033|Female|Other mesenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39875033|Female|Other mesenchymal|2008|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|21|39970215|Female|Other mesenchymal|2009|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|39970215|Female|Other mesenchymal|2009|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|39544072|Female|Other mesenchymal|2010|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|39544072|Female|Other mesenchymal|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Pilocytic astrocytoma|2004|~|~|~
0-19|0.7|0.9|0.8|Malignant|312|38177564|Female|Pilocytic astrocytoma|2004|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Pilocytic astrocytoma|2005|~|~|~
0-19|0.7|0.9|0.8|Malignant|299|38305772|Female|Pilocytic astrocytoma|2005|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|38466303|Female|Pilocytic astrocytoma|2006|~|~|~
0-19|0.7|0.9|0.8|Malignant|293|38466303|Female|Pilocytic astrocytoma|2006|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|191951502|Female|Pilocytic astrocytoma|2006-2010|~|~|~
0-19|0.8|0.8|0.8|Malignant|1543|191951502|Female|Pilocytic astrocytoma|2006-2010|0.8|0.8|0.8
0-19|~|~|~|Benign/Borderline|~|39682297|Female|Pilocytic astrocytoma|2007|~|~|~
0-19|0.7|0.9|0.8|Malignant|320|39682297|Female|Pilocytic astrocytoma|2007|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Pilocytic astrocytoma|2008|~|~|~
0-19|0.7|0.9|0.8|Malignant|310|39875033|Female|Pilocytic astrocytoma|2008|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Pilocytic astrocytoma|2009|~|~|~
0-19|0.7|0.9|0.8|Malignant|317|39970215|Female|Pilocytic astrocytoma|2009|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Pilocytic astrocytoma|2010|~|~|~
0-19|0.8|1.0|0.9|Malignant|345|39544072|Female|Pilocytic astrocytoma|2010|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|38177564|Female|Pineal parenchymal|2004|~|~|~
0-19|~|~|~|Malignant|~|38177564|Female|Pineal parenchymal|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|38305772|Female|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Malignant|~|38305772|Female|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|38466303|Female|Pineal parenchymal|2006|~|~|~
0-19|~|~|~|Malignant|~|38466303|Female|Pineal parenchymal|2006|~|~|~
0-19|0.0|0.0|0.0|Benign/Borderline|24|191951502|Female|Pineal parenchymal|2006-2010|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Malignant|65|191951502|Female|Pineal parenchymal|2006-2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|39682297|Female|Pineal parenchymal|2007|~|~|~
0-19|~|~|~|Malignant|~|39682297|Female|Pineal parenchymal|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|39875033|Female|Pineal parenchymal|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|39875033|Female|Pineal parenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|39970215|Female|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Malignant|~|39970215|Female|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|39544072|Female|Pineal parenchymal|2010|~|~|~
0-19|~|~|~|Malignant|~|39544072|Female|Pineal parenchymal|2010|~|~|~
0-19|0.5|0.7|0.6|Benign/Borderline|227|38177564|Female|Pituitary|2004|0.5|0.7|0.6
0-19|~|~|~|Malignant|~|38177564|Female|Pituitary|2004|~|~|~
0-19|0.6|0.7|0.7|Benign/Borderline|259|38305772|Female|Pituitary|2005|0.6|0.8|0.7
0-19|~|~|~|Malignant|~|38305772|Female|Pituitary|2005|~|~|~
0-19|0.6|0.8|0.7|Benign/Borderline|287|38466303|Female|Pituitary|2006|0.7|0.8|0.7
0-19|~|~|~|Malignant|~|38466303|Female|Pituitary|2006|~|~|~
0-19|0.7|0.8|0.7|Benign/Borderline|1479|191951502|Female|Pituitary|2006-2010|0.7|0.8|0.8
0-19|~|~|~|Malignant|~|191951502|Female|Pituitary|2006-2010|~|~|~
0-19|0.6|0.8|0.7|Benign/Borderline|288|39682297|Female|Pituitary|2007|0.6|0.8|0.7
0-19|~|~|~|Malignant|~|39682297|Female|Pituitary|2007|~|~|~
0-19|0.7|0.8|0.8|Benign/Borderline|311|39875033|Female|Pituitary|2008|0.7|0.9|0.8
0-19|~|~|~|Malignant|~|39875033|Female|Pituitary|2008|~|~|~
0-19|0.6|0.8|0.7|Benign/Borderline|293|39970215|Female|Pituitary|2009|0.7|0.8|0.7
0-19|~|~|~|Malignant|~|39970215|Female|Pituitary|2009|~|~|~
0-19|0.7|0.9|0.8|Benign/Borderline|330|39544072|Female|Pituitary|2010|0.7|0.9|0.8
0-19|~|~|~|Malignant|~|39544072|Female|Pituitary|2010|~|~|~
0-19|1.7|1.9|1.8|Benign/Borderline|688|38177564|Female|Total|2004|1.7|1.9|1.8
0-19|3.1|3.5|3.3|Malignant|1249|38177564|Female|Total|2004|3.1|3.5|3.3
0-19|2.0|2.3|2.1|Benign/Borderline|829|38305772|Female|Total|2005|2.0|2.3|2.2
0-19|2.9|3.2|3.0|Malignant|1158|38305772|Female|Total|2005|2.9|3.2|3.0
0-19|2.0|2.3|2.1|Benign/Borderline|829|38466303|Female|Total|2006|2.0|2.3|2.2
0-19|2.8|3.2|3.0|Malignant|1154|38466303|Female|Total|2006|2.8|3.2|3.0
0-19|2.1|2.3|2.2|Benign/Borderline|4282|191951502|Female|Total|2006-2010|2.2|2.3|2.2
0-19|3.0|3.1|3.1|Malignant|5859|191951502|Female|Total|2006-2010|3.0|3.1|3.1
0-19|2.0|2.3|2.1|Benign/Borderline|863|39682297|Female|Total|2007|2.0|2.3|2.2
0-19|3.0|3.4|3.2|Malignant|1257|39682297|Female|Total|2007|3.0|3.3|3.2
0-19|2.1|2.4|2.2|Benign/Borderline|901|39875033|Female|Total|2008|2.1|2.4|2.3
0-19|2.9|3.2|3.1|Malignant|1219|39875033|Female|Total|2008|2.9|3.2|3.1
0-19|2.0|2.3|2.2|Benign/Borderline|889|39970215|Female|Total|2009|2.1|2.4|2.2
0-19|2.9|3.2|3.0|Malignant|1211|39970215|Female|Total|2009|2.9|3.2|3.0
0-19|2.1|2.4|2.3|Benign/Borderline|911|39544072|Female|Total|2010|2.2|2.5|2.3
0-19|2.8|3.2|3.0|Malignant|1184|39544072|Female|Total|2010|2.8|3.2|3.0
0-19|0.2|0.3|0.2|Benign/Borderline|91|38177564|Female|Tumors of Cranial and Spinal Nerves|2004|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|38177564|Female|Tumors of Cranial and Spinal Nerves|2004|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|139|38305772|Female|Tumors of Cranial and Spinal Nerves|2005|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|38305772|Female|Tumors of Cranial and Spinal Nerves|2005|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|132|38466303|Female|Tumors of Cranial and Spinal Nerves|2006|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|38466303|Female|Tumors of Cranial and Spinal Nerves|2006|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|527|191951502|Female|Tumors of Cranial and Spinal Nerves|2006-2010|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|191951502|Female|Tumors of Cranial and Spinal Nerves|2006-2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|104|39682297|Female|Tumors of Cranial and Spinal Nerves|2007|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39682297|Female|Tumors of Cranial and Spinal Nerves|2007|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|117|39875033|Female|Tumors of Cranial and Spinal Nerves|2008|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|39875033|Female|Tumors of Cranial and Spinal Nerves|2008|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|116|39970215|Female|Tumors of Cranial and Spinal Nerves|2009|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39970215|Female|Tumors of Cranial and Spinal Nerves|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|90|39544072|Female|Tumors of Cranial and Spinal Nerves|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|39544072|Female|Tumors of Cranial and Spinal Nerves|2010|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|173|38177564|Female|Tumors of Neuroepthelial Tissue|2004|0.4|0.5|0.5
0-19|2.9|3.2|3.0|Malignant|1155|38177564|Female|Tumors of Neuroepthelial Tissue|2004|2.9|3.2|3.0
0-19|0.4|0.5|0.5|Benign/Borderline|178|38305772|Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.5|0.5
0-19|2.6|3.0|2.8|Malignant|1071|38305772|Female|Tumors of Neuroepthelial Tissue|2005|2.6|3.0|2.8
0-19|0.4|0.6|0.5|Benign/Borderline|189|38466303|Female|Tumors of Neuroepthelial Tissue|2006|0.4|0.6|0.5
0-19|2.7|3.0|2.8|Malignant|1090|38466303|Female|Tumors of Neuroepthelial Tissue|2006|2.7|3.0|2.8
0-19|0.5|0.5|0.5|Benign/Borderline|980|191951502|Female|Tumors of Neuroepthelial Tissue|2006-2010|0.5|0.5|0.5
0-19|2.8|3.0|2.9|Malignant|5531|191951502|Female|Tumors of Neuroepthelial Tissue|2006-2010|2.8|3.0|2.9
0-19|0.5|0.6|0.5|Benign/Borderline|215|39682297|Female|Tumors of Neuroepthelial Tissue|2007|0.5|0.6|0.5
0-19|2.9|3.2|3.0|Malignant|1195|39682297|Female|Tumors of Neuroepthelial Tissue|2007|2.8|3.2|3.0
0-19|0.4|0.6|0.5|Benign/Borderline|207|39875033|Female|Tumors of Neuroepthelial Tissue|2008|0.5|0.6|0.5
0-19|2.8|3.1|2.9|Malignant|1166|39875033|Female|Tumors of Neuroepthelial Tissue|2008|2.8|3.1|2.9
0-19|0.4|0.5|0.5|Benign/Borderline|186|39970215|Female|Tumors of Neuroepthelial Tissue|2009|0.4|0.5|0.5
0-19|2.7|3.0|2.8|Malignant|1128|39970215|Female|Tumors of Neuroepthelial Tissue|2009|2.7|3.0|2.8
0-19|0.4|0.6|0.5|Benign/Borderline|205|39544072|Female|Tumors of Neuroepthelial Tissue|2010|0.4|0.6|0.5
0-19|2.6|3.0|2.8|Malignant|1108|39544072|Female|Tumors of Neuroepthelial Tissue|2010|2.6|3.0|2.8
0-19|0.7|0.9|0.8|Benign/Borderline|304|38177564|Female|Tumors of Sellar Region|2004|0.7|0.9|0.8
0-19|~|~|~|Malignant|~|38177564|Female|Tumors of Sellar Region|2004|~|~|~
0-19|0.8|0.9|0.9|Benign/Borderline|332|38305772|Female|Tumors of Sellar Region|2005|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|38305772|Female|Tumors of Sellar Region|2005|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|360|38466303|Female|Tumors of Sellar Region|2006|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|38466303|Female|Tumors of Sellar Region|2006|~|~|~
0-19|0.9|1.0|0.9|Benign/Borderline|1861|191951502|Female|Tumors of Sellar Region|2006-2010|0.9|1.0|1.0
0-19|~|~|~|Malignant|~|191951502|Female|Tumors of Sellar Region|2006-2010|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|377|39682297|Female|Tumors of Sellar Region|2007|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|39682297|Female|Tumors of Sellar Region|2007|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|371|39875033|Female|Tumors of Sellar Region|2008|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|39875033|Female|Tumors of Sellar Region|2008|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|380|39970215|Female|Tumors of Sellar Region|2009|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|39970215|Female|Tumors of Sellar Region|2009|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|414|39544072|Female|Tumors of Sellar Region|2010|0.9|1.2|1.0
0-19|~|~|~|Malignant|~|39544072|Female|Tumors of Sellar Region|2010|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|65|38177564|Female|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|38177564|Female|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|94|38305772|Female|Tumors of the Meninges|2005|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|38305772|Female|Tumors of the Meninges|2005|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|63|38466303|Female|Tumors of the Meninges|2006|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|38466303|Female|Tumors of the Meninges|2006|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|394|191951502|Female|Tumors of the Meninges|2006-2010|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|45|191951502|Female|Tumors of the Meninges|2006-2010|0.0|0.0|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|86|39682297|Female|Tumors of the Meninges|2007|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|39682297|Female|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|81|39875033|Female|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|39875033|Female|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|88|39970215|Female|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|39970215|Female|Tumors of the Meninges|2009|~|~|~
