AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|~|~|~|~|Incidence|18205547|Lung and Bronchus|2000
<1|~|~|~|~|Incidence|3420047|Lung and Bronchus|2000
1-4|~|~|~|~|Mortality|7485852|Male and Female Breast|2000
10-14|~|~|~|~|Mortality|10063054|Male and Female Breast|2000
15-19|~|~|~|~|Mortality|9854932|Male and Female Breast|2000
5-9|~|~|~|~|Mortality|9984495|Male and Female Breast|2000
<1|~|~|~|~|Mortality|1881822|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|6652363|Male and Female Breast|2000
10-14|~|~|~|~|Incidence|8939084|Male and Female Breast|2000
15-19|~|~|~|~|Incidence|8737817|Male and Female Breast|2000
5-9|~|~|~|~|Incidence|8883236|Male and Female Breast|2000
<1|~|~|~|~|Incidence|1668985|Male and Female Breast|2000
1-4|~|~|~|~|Incidence|6652363|Male and Female Breast, <i>in situ</i>|2000
10-14|~|~|~|~|Incidence|8939084|Male and Female Breast, <i>in situ</i>|2000
15-19|~|~|~|~|Incidence|8737817|Male and Female Breast, <i>in situ</i>|2000
5-9|~|~|~|~|Incidence|8883236|Male and Female Breast, <i>in situ</i>|2000
<1|~|~|~|~|Incidence|1668985|Male and Female Breast, <i>in situ</i>|2000
1-4|~|~|~|~|Mortality|15322337|Melanomas of the Skin|2000
10-14|~|~|~|~|Mortality|20637696|Melanomas of the Skin|2000
15-19|~|~|~|~|Mortality|20294955|Melanomas of the Skin|2000
5-9|~|~|~|~|Mortality|20463852|Melanomas of the Skin|2000
<1|~|~|~|~|Mortality|3855956|Melanomas of the Skin|2000
1-4|~|~|~|~|Incidence|13615288|Melanomas of the Skin|2000
10-14|0.2|0.4|0.3|56|Incidence|18336708|Melanomas of the Skin|2000
15-19|1.3|1.7|1.5|269|Incidence|17999090|Melanomas of the Skin|2000
5-9|0.1|0.1|0.1|16|Incidence|18205547|Melanomas of the Skin|2000
<1|~|~|~|~|Incidence|3420047|Melanomas of the Skin|2000
1-4|~|~|~|~|Mortality|15322337|Mesothelioma|2000
10-14|~|~|~|~|Mortality|20637696|Mesothelioma|2000
15-19|~|~|~|~|Mortality|20294955|Mesothelioma|2000
5-9|~|~|~|~|Mortality|20463852|Mesothelioma|2000
<1|~|~|~|~|Mortality|3855956|Mesothelioma|2000
1-4|~|~|~|~|Incidence|13615288|Mesothelioma|2000
10-14|~|~|~|~|Incidence|18336708|Mesothelioma|2000
15-19|~|~|~|~|Incidence|17999090|Mesothelioma|2000
5-9|~|~|~|~|Incidence|18205547|Mesothelioma|2000
<1|~|~|~|~|Incidence|3420047|Mesothelioma|2000
1-4|~|~|~|~|Mortality|15322337|Myeloma|2000
10-14|~|~|~|~|Mortality|20637696|Myeloma|2000
15-19|~|~|~|~|Mortality|20294955|Myeloma|2000
5-9|~|~|~|~|Mortality|20463852|Myeloma|2000
<1|~|~|~|~|Mortality|3855956|Myeloma|2000
1-4|~|~|~|~|Incidence|13615288|Myeloma|2000
10-14|~|~|~|~|Incidence|18336708|Myeloma|2000
15-19|~|~|~|~|Incidence|17999090|Myeloma|2000
5-9|~|~|~|~|Incidence|18205547|Myeloma|2000
<1|~|~|~|~|Incidence|3420047|Myeloma|2000
1-4|~|~|~|~|Mortality|15322337|Non-Hodgkin Lymphoma|2000
10-14|0.1|0.2|0.1|24|Mortality|20637696|Non-Hodgkin Lymphoma|2000
15-19|0.2|0.4|0.3|60|Mortality|20294955|Non-Hodgkin Lymphoma|2000
5-9|0.1|0.2|0.1|23|Mortality|20463852|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Mortality|3855956|Non-Hodgkin Lymphoma|2000
1-4|0.5|0.7|0.6|82|Incidence|13615288|Non-Hodgkin Lymphoma|2000
10-14|1.0|1.3|1.2|211|Incidence|18336708|Non-Hodgkin Lymphoma|2000
15-19|1.6|2.0|1.8|319|Incidence|17999090|Non-Hodgkin Lymphoma|2000
5-9|0.9|1.2|1.1|195|Incidence|18205547|Non-Hodgkin Lymphoma|2000
<1|~|~|~|~|Incidence|3420047|Non-Hodgkin Lymphoma|2000
1-4|~|~|~|~|Mortality|15322337|Oral Cavity and Pharynx|2000
10-14|~|~|~|~|Mortality|20637696|Oral Cavity and Pharynx|2000
15-19|~|~|~|~|Mortality|20294955|Oral Cavity and Pharynx|2000
5-9|~|~|~|~|Mortality|20463852|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Mortality|3855956|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Incidence|13615288|Oral Cavity and Pharynx|2000
10-14|0.2|0.3|0.2|42|Incidence|18336708|Oral Cavity and Pharynx|2000
15-19|0.3|0.5|0.4|74|Incidence|17999090|Oral Cavity and Pharynx|2000
5-9|0.1|0.2|0.1|20|Incidence|18205547|Oral Cavity and Pharynx|2000
<1|~|~|~|~|Incidence|3420047|Oral Cavity and Pharynx|2000
1-4|~|~|~|~|Mortality|7485852|Ovary|2000
10-14|~|~|~|~|Mortality|10063054|Ovary|2000
15-19|~|~|~|~|Mortality|9854932|Ovary|2000
5-9|~|~|~|~|Mortality|9984495|Ovary|2000
<1|~|~|~|~|Mortality|1881822|Ovary|2000
1-4|~|~|~|~|Incidence|6652363|Ovary|2000
10-14|0.5|0.9|0.7|61|Incidence|8939084|Ovary|2000
15-19|1.1|1.6|1.3|114|Incidence|8737817|Ovary|2000
5-9|0.1|0.3|0.2|19|Incidence|8883236|Ovary|2000
<1|~|~|~|~|Incidence|1668985|Ovary|2000
1-4|~|~|~|~|Mortality|15322337|Pancreas|2000
10-14|~|~|~|~|Mortality|20637696|Pancreas|2000
15-19|~|~|~|~|Mortality|20294955|Pancreas|2000
5-9|~|~|~|~|Mortality|20463852|Pancreas|2000
<1|~|~|~|~|Mortality|3855956|Pancreas|2000
1-4|~|~|~|~|Incidence|13615288|Pancreas|2000
10-14|~|~|~|~|Incidence|18336708|Pancreas|2000
15-19|~|~|~|~|Incidence|17999090|Pancreas|2000
5-9|~|~|~|~|Incidence|18205547|Pancreas|2000
<1|~|~|~|~|Incidence|3420047|Pancreas|2000
1-4|~|~|~|~|Mortality|7836485|Prostate|2000
10-14|~|~|~|~|Mortality|10574642|Prostate|2000
15-19|~|~|~|~|Mortality|10440023|Prostate|2000
5-9|~|~|~|~|Mortality|10479357|Prostate|2000
<1|~|~|~|~|Mortality|1974134|Prostate|2000
1-4|~|~|~|~|Incidence|6962925|Prostate|2000
10-14|~|~|~|~|Incidence|9397624|Prostate|2000
15-19|~|~|~|~|Incidence|9261273|Prostate|2000
5-9|~|~|~|~|Incidence|9322311|Prostate|2000
<1|~|~|~|~|Incidence|1751062|Prostate|2000
1-4|~|~|~|~|Mortality|15322337|Stomach|2000
10-14|~|~|~|~|Mortality|20637696|Stomach|2000
15-19|~|~|~|~|Mortality|20294955|Stomach|2000
5-9|~|~|~|~|Mortality|20463852|Stomach|2000
<1|~|~|~|~|Mortality|3855956|Stomach|2000
1-4|~|~|~|~|Incidence|13615288|Stomach|2000
10-14|~|~|~|~|Incidence|18336708|Stomach|2000
15-19|~|~|~|~|Incidence|17999090|Stomach|2000
5-9|~|~|~|~|Incidence|18205547|Stomach|2000
<1|~|~|~|~|Incidence|3420047|Stomach|2000
1-4|~|~|~|~|Mortality|7836485|Testis|2000
10-14|~|~|~|~|Mortality|10574642|Testis|2000
15-19|~|~|~|~|Mortality|10440023|Testis|2000
5-9|~|~|~|~|Mortality|10479357|Testis|2000
<1|~|~|~|~|Mortality|1974134|Testis|2000
1-4|~|~|~|~|Incidence|6962925|Testis|2000
10-14|0.1|0.3|0.2|17|Incidence|9397624|Testis|2000
15-19|3.1|3.8|3.4|319|Incidence|9261273|Testis|2000
5-9|~|~|~|~|Incidence|9322311|Testis|2000
<1|~|~|~|~|Incidence|1751062|Testis|2000
1-4|~|~|~|~|Mortality|15322337|Thyroid|2000
10-14|~|~|~|~|Mortality|20637696|Thyroid|2000
15-19|~|~|~|~|Mortality|20294955|Thyroid|2000
5-9|~|~|~|~|Mortality|20463852|Thyroid|2000
<1|~|~|~|~|Mortality|3855956|Thyroid|2000
1-4|~|~|~|~|Incidence|13615288|Thyroid|2000
10-14|0.4|0.5|0.4|81|Incidence|18336708|Thyroid|2000
15-19|1.5|1.9|1.7|310|Incidence|17999090|Thyroid|2000
5-9|~|~|~|~|Incidence|18205547|Thyroid|2000
<1|~|~|~|~|Incidence|3420047|Thyroid|2000
1-4|~|~|~|~|Mortality|15322337|Urinary Bladder|2000
10-14|~|~|~|~|Mortality|20637696|Urinary Bladder|2000
15-19|~|~|~|~|Mortality|20294955|Urinary Bladder|2000
5-9|~|~|~|~|Mortality|20463852|Urinary Bladder|2000
<1|~|~|~|~|Mortality|3855956|Urinary Bladder|2000
1-4|~|~|~|~|Incidence|13615288|Urinary Bladder|2000
10-14|~|~|~|~|Incidence|18336708|Urinary Bladder|2000
15-19|0.1|0.2|0.1|22|Incidence|17999090|Urinary Bladder|2000
5-9|~|~|~|~|Incidence|18205547|Urinary Bladder|2000
<1|~|~|~|~|Incidence|3420047|Urinary Bladder|2000
1-4|2.5|3.0|2.7|420|Mortality|15285559|All Cancer Sites Combined|2001
10-14|2.2|2.7|2.5|515|Mortality|20978678|All Cancer Sites Combined|2001
15-19|3.3|3.8|3.6|732|Mortality|20456284|All Cancer Sites Combined|2001
5-9|2.2|2.7|2.4|493|Mortality|20173362|All Cancer Sites Combined|2001
<1|1.3|2.1|1.6|66|Mortality|4012658|All Cancer Sites Combined|2001
1-4|21.0|22.6|21.8|3079|Incidence|14133019|All Cancer Sites Combined|2001
10-14|12.7|13.8|13.2|2565|Incidence|19390595|All Cancer Sites Combined|2001
15-19|20.6|21.9|21.3|4013|Incidence|18860805|All Cancer Sites Combined|2001
5-9|11.1|12.1|11.6|2163|Incidence|18660987|All Cancer Sites Combined|2001
<1|23.7|27.0|25.3|938|Incidence|3710508|All Cancer Sites Combined|2001
1-4|0.5|0.8|0.7|100|Mortality|15285559|Brain and Other Nervous System|2001
10-14|0.5|0.7|0.6|130|Mortality|20978678|Brain and Other Nervous System|2001
15-19|0.4|0.6|0.5|104|Mortality|20456284|Brain and Other Nervous System|2001
5-9|0.7|1.0|0.8|170|Mortality|20173362|Brain and Other Nervous System|2001
<1|0.2|0.6|0.4|16|Mortality|4012658|Brain and Other Nervous System|2001
1-4|3.7|4.3|4.0|565|Incidence|14133019|Brain and Other Nervous System|2001
10-14|2.5|2.9|2.7|521|Incidence|19390595|Brain and Other Nervous System|2001
15-19|1.9|2.4|2.1|405|Incidence|18860805|Brain and Other Nervous System|2001
5-9|3.1|3.7|3.4|633|Incidence|18660987|Brain and Other Nervous System|2001
<1|3.1|4.4|3.7|138|Incidence|3710508|Brain and Other Nervous System|2001
1-4|~|~|~|~|Mortality|7468536|Cervix|2001
10-14|~|~|~|~|Mortality|10231469|Cervix|2001
15-19|~|~|~|~|Mortality|9908897|Cervix|2001
5-9|~|~|~|~|Mortality|9844298|Cervix|2001
<1|~|~|~|~|Mortality|1962905|Cervix|2001
1-4|~|~|~|~|Incidence|6905425|Cervix|2001
10-14|~|~|~|~|Incidence|9456106|Cervix|2001
15-19|0.1|0.3|0.2|18|Incidence|9131018|Cervix|2001
5-9|~|~|~|~|Incidence|9106193|Cervix|2001
<1|~|~|~|~|Incidence|1814848|Cervix|2001
1-4|~|~|~|~|Mortality|15285559|Colon and Rectum|2001
10-14|~|~|~|~|Mortality|20978678|Colon and Rectum|2001
15-19|~|~|~|~|Mortality|20456284|Colon and Rectum|2001
5-9|~|~|~|~|Mortality|20173362|Colon and Rectum|2001
<1|~|~|~|~|Mortality|4012658|Colon and Rectum|2001
1-4|~|~|~|~|Incidence|14133019|Colon and Rectum|2001
10-14|~|~|~|~|Incidence|19390595|Colon and Rectum|2001
15-19|0.2|0.4|0.3|52|Incidence|18860805|Colon and Rectum|2001
5-9|~|~|~|~|Incidence|18660987|Colon and Rectum|2001
<1|~|~|~|~|Incidence|3710508|Colon and Rectum|2001
1-4|~|~|~|~|Mortality|7468536|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Mortality|10231469|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Mortality|9908897|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Mortality|9844298|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Mortality|1962905|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Incidence|6905425|Corpus and Uterus, NOS|2001
10-14|~|~|~|~|Incidence|9456106|Corpus and Uterus, NOS|2001
15-19|~|~|~|~|Incidence|9131018|Corpus and Uterus, NOS|2001
5-9|~|~|~|~|Incidence|9106193|Corpus and Uterus, NOS|2001
<1|~|~|~|~|Incidence|1814848|Corpus and Uterus, NOS|2001
1-4|~|~|~|~|Mortality|15285559|Esophagus|2001
10-14|~|~|~|~|Mortality|20978678|Esophagus|2001
15-19|~|~|~|~|Mortality|20456284|Esophagus|2001
5-9|~|~|~|~|Mortality|20173362|Esophagus|2001
<1|~|~|~|~|Mortality|4012658|Esophagus|2001
1-4|~|~|~|~|Incidence|14133019|Esophagus|2001
10-14|~|~|~|~|Incidence|19390595|Esophagus|2001
15-19|~|~|~|~|Incidence|18860805|Esophagus|2001
5-9|~|~|~|~|Incidence|18660987|Esophagus|2001
<1|~|~|~|~|Incidence|3710508|Esophagus|2001
1-4|~|~|~|~|Mortality|7468536|Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Female Breast|2001
1-4|~|~|~|~|Incidence|6905425|Female Breast|2001
10-14|~|~|~|~|Incidence|9456106|Female Breast|2001
15-19|0.1|0.3|0.2|20|Incidence|9131018|Female Breast|2001
5-9|~|~|~|~|Incidence|9106193|Female Breast|2001
<1|~|~|~|~|Incidence|1814848|Female Breast|2001
1-4|~|~|~|~|Incidence|6905425|Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|9456106|Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9131018|Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9106193|Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1814848|Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Hodgkin Lymphoma|2001
10-14|~|~|~|~|Mortality|20978678|Hodgkin Lymphoma|2001
15-19|0.1|0.2|0.1|25|Mortality|20456284|Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Hodgkin Lymphoma|2001
1-4|0.1|0.2|0.1|20|Incidence|14133019|Hodgkin Lymphoma|2001
10-14|1.0|1.3|1.2|228|Incidence|19390595|Hodgkin Lymphoma|2001
15-19|3.0|3.5|3.2|612|Incidence|18860805|Hodgkin Lymphoma|2001
5-9|0.4|0.6|0.4|83|Incidence|18660987|Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3710508|Hodgkin Lymphoma|2001
1-4|.|.|.|.|Mortality|15285559|Kaposi Sarcoma|2001
10-14|.|.|.|.|Mortality|20978678|Kaposi Sarcoma|2001
15-19|.|.|.|.|Mortality|20456284|Kaposi Sarcoma|2001
5-9|.|.|.|.|Mortality|20173362|Kaposi Sarcoma|2001
<1|.|.|.|.|Mortality|4012658|Kaposi Sarcoma|2001
1-4|~|~|~|~|Incidence|14133019|Kaposi Sarcoma|2001
10-14|~|~|~|~|Incidence|19390595|Kaposi Sarcoma|2001
15-19|~|~|~|~|Incidence|18860805|Kaposi Sarcoma|2001
5-9|~|~|~|~|Incidence|18660987|Kaposi Sarcoma|2001
<1|~|~|~|~|Incidence|3710508|Kaposi Sarcoma|2001
1-4|0.1|0.2|0.1|22|Mortality|15285559|Kidney and Renal Pelvis|2001
10-14|~|~|~|~|Mortality|20978678|Kidney and Renal Pelvis|2001
15-19|~|~|~|~|Mortality|20456284|Kidney and Renal Pelvis|2001
5-9|0.1|0.2|0.1|30|Mortality|20173362|Kidney and Renal Pelvis|2001
<1|~|~|~|~|Mortality|4012658|Kidney and Renal Pelvis|2001
1-4|1.9|2.3|2.1|296|Incidence|14133019|Kidney and Renal Pelvis|2001
10-14|0.1|0.2|0.2|30|Incidence|19390595|Kidney and Renal Pelvis|2001
15-19|0.1|0.2|0.2|30|Incidence|18860805|Kidney and Renal Pelvis|2001
5-9|0.4|0.6|0.5|92|Incidence|18660987|Kidney and Renal Pelvis|2001
<1|1.5|2.4|1.9|71|Incidence|3710508|Kidney and Renal Pelvis|2001
1-4|~|~|~|~|Mortality|15285559|Larynx|2001
10-14|~|~|~|~|Mortality|20978678|Larynx|2001
15-19|~|~|~|~|Mortality|20456284|Larynx|2001
5-9|~|~|~|~|Mortality|20173362|Larynx|2001
<1|~|~|~|~|Mortality|4012658|Larynx|2001
1-4|~|~|~|~|Incidence|14133019|Larynx|2001
10-14|~|~|~|~|Incidence|19390595|Larynx|2001
15-19|~|~|~|~|Incidence|18860805|Larynx|2001
5-9|~|~|~|~|Incidence|18660987|Larynx|2001
<1|~|~|~|~|Incidence|3710508|Larynx|2001
1-4|0.9|1.2|1.0|155|Mortality|15285559|Leukemias|2001
10-14|0.7|0.9|0.8|170|Mortality|20978678|Leukemias|2001
15-19|1.0|1.3|1.1|225|Mortality|20456284|Leukemias|2001
5-9|0.6|0.9|0.8|153|Mortality|20173362|Leukemias|2001
<1|0.4|0.9|0.6|25|Mortality|4012658|Leukemias|2001
1-4|8.6|9.6|9.1|1281|Incidence|14133019|Leukemias|2001
10-14|2.7|3.2|2.9|572|Incidence|19390595|Leukemias|2001
15-19|2.6|3.1|2.8|535|Incidence|18860805|Leukemias|2001
5-9|3.5|4.1|3.8|705|Incidence|18660987|Leukemias|2001
<1|3.5|4.8|4.1|153|Incidence|3710508|Leukemias|2001
1-4|0.1|0.2|0.1|18|Mortality|15285559|Liver and Intrahepatic Bile Duct|2001
10-14|~|~|~|~|Mortality|20978678|Liver and Intrahepatic Bile Duct|2001
15-19|~|~|~|~|Mortality|20456284|Liver and Intrahepatic Bile Duct|2001
5-9|~|~|~|~|Mortality|20173362|Liver and Intrahepatic Bile Duct|2001
<1|~|~|~|~|Mortality|4012658|Liver and Intrahepatic Bile Duct|2001
1-4|0.3|0.5|0.4|58|Incidence|14133019|Liver and Intrahepatic Bile Duct|2001
10-14|0.0|0.1|0.1|16|Incidence|19390595|Liver and Intrahepatic Bile Duct|2001
15-19|0.1|0.2|0.1|25|Incidence|18860805|Liver and Intrahepatic Bile Duct|2001
5-9|0.1|0.2|0.1|19|Incidence|18660987|Liver and Intrahepatic Bile Duct|2001
<1|0.8|1.5|1.1|40|Incidence|3710508|Liver and Intrahepatic Bile Duct|2001
1-4|~|~|~|~|Mortality|15285559|Lung and Bronchus|2001
10-14|~|~|~|~|Mortality|20978678|Lung and Bronchus|2001
15-19|~|~|~|~|Mortality|20456284|Lung and Bronchus|2001
5-9|~|~|~|~|Mortality|20173362|Lung and Bronchus|2001
<1|~|~|~|~|Mortality|4012658|Lung and Bronchus|2001
1-4|~|~|~|~|Incidence|14133019|Lung and Bronchus|2001
10-14|~|~|~|~|Incidence|19390595|Lung and Bronchus|2001
15-19|0.1|0.2|0.2|32|Incidence|18860805|Lung and Bronchus|2001
5-9|~|~|~|~|Incidence|18660987|Lung and Bronchus|2001
<1|~|~|~|~|Incidence|3710508|Lung and Bronchus|2001
1-4|~|~|~|~|Mortality|7468536|Male and Female Breast|2001
10-14|~|~|~|~|Mortality|10231469|Male and Female Breast|2001
15-19|~|~|~|~|Mortality|9908897|Male and Female Breast|2001
5-9|~|~|~|~|Mortality|9844298|Male and Female Breast|2001
<1|~|~|~|~|Mortality|1962905|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|6905425|Male and Female Breast|2001
10-14|~|~|~|~|Incidence|9456106|Male and Female Breast|2001
15-19|0.1|0.3|0.2|20|Incidence|9131018|Male and Female Breast|2001
5-9|~|~|~|~|Incidence|9106193|Male and Female Breast|2001
<1|~|~|~|~|Incidence|1814848|Male and Female Breast|2001
1-4|~|~|~|~|Incidence|6905425|Male and Female Breast, <i>in situ</i>|2001
10-14|~|~|~|~|Incidence|9456106|Male and Female Breast, <i>in situ</i>|2001
15-19|~|~|~|~|Incidence|9131018|Male and Female Breast, <i>in situ</i>|2001
5-9|~|~|~|~|Incidence|9106193|Male and Female Breast, <i>in situ</i>|2001
<1|~|~|~|~|Incidence|1814848|Male and Female Breast, <i>in situ</i>|2001
1-4|~|~|~|~|Mortality|15285559|Melanomas of the Skin|2001
10-14|~|~|~|~|Mortality|20978678|Melanomas of the Skin|2001
15-19|~|~|~|~|Mortality|20456284|Melanomas of the Skin|2001
5-9|~|~|~|~|Mortality|20173362|Melanomas of the Skin|2001
<1|~|~|~|~|Mortality|4012658|Melanomas of the Skin|2001
1-4|~|~|~|~|Incidence|14133019|Melanomas of the Skin|2001
10-14|0.3|0.5|0.4|76|Incidence|19390595|Melanomas of the Skin|2001
15-19|1.5|1.9|1.7|314|Incidence|18860805|Melanomas of the Skin|2001
5-9|0.1|0.2|0.1|21|Incidence|18660987|Melanomas of the Skin|2001
<1|~|~|~|~|Incidence|3710508|Melanomas of the Skin|2001
1-4|~|~|~|~|Mortality|15285559|Mesothelioma|2001
10-14|~|~|~|~|Mortality|20978678|Mesothelioma|2001
15-19|~|~|~|~|Mortality|20456284|Mesothelioma|2001
5-9|~|~|~|~|Mortality|20173362|Mesothelioma|2001
<1|~|~|~|~|Mortality|4012658|Mesothelioma|2001
1-4|~|~|~|~|Incidence|14133019|Mesothelioma|2001
10-14|~|~|~|~|Incidence|19390595|Mesothelioma|2001
15-19|~|~|~|~|Incidence|18860805|Mesothelioma|2001
5-9|~|~|~|~|Incidence|18660987|Mesothelioma|2001
<1|~|~|~|~|Incidence|3710508|Mesothelioma|2001
1-4|~|~|~|~|Mortality|15285559|Myeloma|2001
10-14|~|~|~|~|Mortality|20978678|Myeloma|2001
15-19|~|~|~|~|Mortality|20456284|Myeloma|2001
5-9|~|~|~|~|Mortality|20173362|Myeloma|2001
<1|~|~|~|~|Mortality|4012658|Myeloma|2001
1-4|~|~|~|~|Incidence|14133019|Myeloma|2001
10-14|~|~|~|~|Incidence|19390595|Myeloma|2001
15-19|~|~|~|~|Incidence|18860805|Myeloma|2001
5-9|~|~|~|~|Incidence|18660987|Myeloma|2001
<1|~|~|~|~|Incidence|3710508|Myeloma|2001
1-4|~|~|~|~|Mortality|15285559|Non-Hodgkin Lymphoma|2001
10-14|0.1|0.2|0.1|27|Mortality|20978678|Non-Hodgkin Lymphoma|2001
15-19|0.2|0.4|0.3|61|Mortality|20456284|Non-Hodgkin Lymphoma|2001
5-9|~|~|~|~|Mortality|20173362|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Mortality|4012658|Non-Hodgkin Lymphoma|2001
1-4|0.4|0.7|0.6|79|Incidence|14133019|Non-Hodgkin Lymphoma|2001
10-14|1.1|1.5|1.3|249|Incidence|19390595|Non-Hodgkin Lymphoma|2001
15-19|1.6|1.9|1.7|330|Incidence|18860805|Non-Hodgkin Lymphoma|2001
5-9|0.8|1.1|1.0|178|Incidence|18660987|Non-Hodgkin Lymphoma|2001
<1|~|~|~|~|Incidence|3710508|Non-Hodgkin Lymphoma|2001
1-4|~|~|~|~|Mortality|15285559|Oral Cavity and Pharynx|2001
10-14|~|~|~|~|Mortality|20978678|Oral Cavity and Pharynx|2001
15-19|~|~|~|~|Mortality|20456284|Oral Cavity and Pharynx|2001
5-9|~|~|~|~|Mortality|20173362|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Mortality|4012658|Oral Cavity and Pharynx|2001
1-4|0.1|0.2|0.1|17|Incidence|14133019|Oral Cavity and Pharynx|2001
10-14|0.2|0.4|0.3|56|Incidence|19390595|Oral Cavity and Pharynx|2001
15-19|0.3|0.5|0.4|71|Incidence|18860805|Oral Cavity and Pharynx|2001
5-9|0.1|0.2|0.1|19|Incidence|18660987|Oral Cavity and Pharynx|2001
<1|~|~|~|~|Incidence|3710508|Oral Cavity and Pharynx|2001
1-4|~|~|~|~|Mortality|7468536|Ovary|2001
10-14|~|~|~|~|Mortality|10231469|Ovary|2001
15-19|~|~|~|~|Mortality|9908897|Ovary|2001
5-9|~|~|~|~|Mortality|9844298|Ovary|2001
<1|~|~|~|~|Mortality|1962905|Ovary|2001
1-4|~|~|~|~|Incidence|6905425|Ovary|2001
10-14|0.5|0.8|0.6|57|Incidence|9456106|Ovary|2001
15-19|1.0|1.4|1.2|106|Incidence|9131018|Ovary|2001
5-9|0.1|0.3|0.2|17|Incidence|9106193|Ovary|2001
<1|~|~|~|~|Incidence|1814848|Ovary|2001
1-4|~|~|~|~|Mortality|15285559|Pancreas|2001
10-14|~|~|~|~|Mortality|20978678|Pancreas|2001
15-19|~|~|~|~|Mortality|20456284|Pancreas|2001
5-9|~|~|~|~|Mortality|20173362|Pancreas|2001
<1|~|~|~|~|Mortality|4012658|Pancreas|2001
1-4|~|~|~|~|Incidence|14133019|Pancreas|2001
10-14|~|~|~|~|Incidence|19390595|Pancreas|2001
15-19|~|~|~|~|Incidence|18860805|Pancreas|2001
5-9|~|~|~|~|Incidence|18660987|Pancreas|2001
<1|~|~|~|~|Incidence|3710508|Pancreas|2001
1-4|~|~|~|~|Mortality|7817023|Prostate|2001
10-14|~|~|~|~|Mortality|10747209|Prostate|2001
15-19|~|~|~|~|Mortality|10547387|Prostate|2001
5-9|~|~|~|~|Mortality|10329064|Prostate|2001
<1|~|~|~|~|Mortality|2049753|Prostate|2001
1-4|~|~|~|~|Incidence|7227594|Prostate|2001
10-14|~|~|~|~|Incidence|9934489|Prostate|2001
15-19|~|~|~|~|Incidence|9729787|Prostate|2001
5-9|~|~|~|~|Incidence|9554794|Prostate|2001
<1|~|~|~|~|Incidence|1895660|Prostate|2001
1-4|~|~|~|~|Mortality|15285559|Stomach|2001
10-14|~|~|~|~|Mortality|20978678|Stomach|2001
15-19|~|~|~|~|Mortality|20456284|Stomach|2001
5-9|~|~|~|~|Mortality|20173362|Stomach|2001
<1|~|~|~|~|Mortality|4012658|Stomach|2001
1-4|~|~|~|~|Incidence|14133019|Stomach|2001
10-14|~|~|~|~|Incidence|19390595|Stomach|2001
15-19|~|~|~|~|Incidence|18860805|Stomach|2001
5-9|~|~|~|~|Incidence|18660987|Stomach|2001
<1|~|~|~|~|Incidence|3710508|Stomach|2001
1-4|~|~|~|~|Mortality|7817023|Testis|2001
10-14|~|~|~|~|Mortality|10747209|Testis|2001
15-19|~|~|~|~|Mortality|10547387|Testis|2001
5-9|~|~|~|~|Mortality|10329064|Testis|2001
<1|~|~|~|~|Mortality|2049753|Testis|2001
1-4|0.3|0.6|0.4|31|Incidence|7227594|Testis|2001
10-14|0.1|0.3|0.2|16|Incidence|9934489|Testis|2001
15-19|3.0|3.7|3.3|323|Incidence|9729787|Testis|2001
5-9|~|~|~|~|Incidence|9554794|Testis|2001
<1|0.7|1.7|1.1|21|Incidence|1895660|Testis|2001
1-4|~|~|~|~|Mortality|15285559|Thyroid|2001
10-14|~|~|~|~|Mortality|20978678|Thyroid|2001
15-19|~|~|~|~|Mortality|20456284|Thyroid|2001
5-9|~|~|~|~|Mortality|20173362|Thyroid|2001
<1|~|~|~|~|Mortality|4012658|Thyroid|2001
1-4|~|~|~|~|Incidence|14133019|Thyroid|2001
10-14|0.5|0.7|0.6|109|Incidence|19390595|Thyroid|2001
15-19|1.5|1.8|1.6|308|Incidence|18860805|Thyroid|2001
