AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
0-14|10.1|11.8|10.9|656|IX Soft tissue and other extraosseous sarcomas|59850043|2008
0-19|11.5|13.0|12.2|1007|IX Soft tissue and other extraosseous sarcomas|81683260|2008
0-14|4.7|5.9|5.3|318|IX(a) Rhabdomyosarcomas|59850043|2008
0-19|4.6|5.6|5.1|416|IX(a) Rhabdomyosarcomas|81683260|2008
0-14|0.7|1.2|0.9|57|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|59850043|2008
0-19|0.9|1.3|1.1|90|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81683260|2008
0-14|~|~|~|~|IX(c) Kaposi sarcoma|59850043|2008
0-19|~|~|~|~|IX(c) Kaposi sarcoma|81683260|2008
0-14|3.0|3.9|3.4|204|IX(d) Other specified soft tissue sarcomas|59850043|2008
0-19|4.1|5.0|4.5|375|IX(d) Other specified soft tissue sarcomas|81683260|2008
0-14|1.0|1.6|1.3|77|IX(e) Unspecified soft tissue sarcomas|59850043|2008
0-19|1.3|1.8|1.5|125|IX(e) Unspecified soft tissue sarcomas|81683260|2008
0-14|~|~|~|~|Not classified by ICCC|59850043|2008
0-19|0.2|0.4|0.3|22|Not classified by ICCC|81683260|2008
0-14|3.5|4.5|4.0|249|V Retinoblastoma|59850043|2008
0-19|2.6|3.4|3.0|249|V Retinoblastoma|81683260|2008
0-14|8.1|9.6|8.9|539|VI Renal tumors|59850043|2008
0-19|6.6|7.7|7.1|583|VI Renal tumors|81683260|2008
0-14|7.7|9.1|8.4|511|VI(a) Nephroblastoma and other nonepithelial renal tumors|59850043|2008
0-19|5.8|6.9|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|81683260|2008
0-14|0.3|0.6|0.4|26|VI(b) Renal carcinomas|59850043|2008
0-19|0.6|1.0|0.8|64|VI(b) Renal carcinomas|81683260|2008
0-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|59850043|2008
0-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|81683260|2008
0-14|2.2|3.1|2.6|161|VII Hepatic tumors|59850043|2008
0-19|1.9|2.6|2.3|187|VII Hepatic tumors|81683260|2008
0-14|1.9|2.6|2.2|138|VII(a) Hepatoblastoma|59850043|2008
0-19|1.4|2.0|1.7|140|VII(a) Hepatoblastoma|81683260|2008
0-14|0.2|0.6|0.4|23|VII(b) Hepatic carcinomas|59850043|2008
0-19|0.4|0.7|0.6|46|VII(b) Hepatic carcinomas|81683260|2008
0-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|59850043|2008
0-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81683260|2008
0-14|6.2|7.6|6.9|408|VIII Malignant bone tumors|59850043|2008
0-19|8.1|9.4|8.7|718|VIII Malignant bone tumors|81683260|2008
0-14|3.4|4.4|3.9|230|VIII(a) Osteosarcomas|59850043|2008
0-19|4.5|5.5|5.0|412|VIII(a) Osteosarcomas|81683260|2008
0-14|~|~|~|~|VIII(b) Chondrosarcomas|59850043|2008
0-19|0.3|0.5|0.4|32|VIII(b) Chondrosarcomas|81683260|2008
0-14|2.1|2.9|2.5|147|VIII(c) Ewing tumor and related sarcomas of bone|59850043|2008
0-19|2.4|3.1|2.7|224|VIII(c) Ewing tumor and related sarcomas of bone|81683260|2008
0-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|59850043|2008
0-19|0.2|0.5|0.3|29|VIII(d) Other specified malignant bone tumors|81683260|2008
0-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|59850043|2008
0-19|0.2|0.4|0.3|21|VIII(e) Unspecified malignant bone tumors|81683260|2008
0-14|4.7|5.8|5.2|316|X Germ cell, trophoblastic tumors & neoplasms of gonads|59850043|2008
0-19|10.2|11.6|10.9|919|X Germ cell, trophoblastic tumors & neoplasms of gonads|81683260|2008
0-14|1.1|1.7|1.3|80|X(a) Intracranial & intraspinal germ cell tumors|59850043|2008
0-19|1.4|2.0|1.7|142|X(a) Intracranial & intraspinal germ cell tumors|81683260|2008
0-14|1.1|1.7|1.4|87|X(b) Malignant extracranial & extragonadal germ cell tumors|59850043|2008
0-19|1.2|1.7|1.4|121|X(b) Malignant extracranial & extragonadal germ cell tumors|81683260|2008
0-14|1.9|2.7|2.3|138|X(c) Malignant gonadal germ cell tumors|59850043|2008
0-19|6.7|7.8|7.2|616|X(c) Malignant gonadal germ cell tumors|81683260|2008
0-14|~|~|~|~|X(d) Gonadal carcinomas|59850043|2008
0-19|0.2|0.5|0.3|28|X(d) Gonadal carcinomas|81683260|2008
0-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|59850043|2008
0-19|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|81683260|2008
0-14|6.5|7.9|7.2|431|XI Other malignant epithelial neoplasms and malignant melanomas|59850043|2008
0-19|16.9|18.7|17.7|1504|XI Other malignant epithelial neoplasms and malignant melanomas|81683260|2008
0-14|~|~|~|~|XI(a) Adrenocortical carcinomas|59850043|2008
0-19|0.1|0.3|0.2|18|XI(a) Adrenocortical carcinomas|81683260|2008
0-14|2.2|3.0|2.5|152|XI(b) Thyroid carcinomas|59850043|2008
0-19|7.2|8.4|7.8|663|XI(b) Thyroid carcinomas|81683260|2008
0-14|0.2|0.5|0.3|17|XI(c) Nasopharyngeal carcinomas|59850043|2008
0-19|0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|81683260|2008
0-14|1.9|2.7|2.3|136|XI(d) Malignant melanomas|59850043|2008
0-19|4.4|5.3|4.8|407|XI(d) Malignant melanomas|81683260|2008
0-14|~|~|~|~|XI(e) Skin carcinomas|59850043|2008
0-19|~|~|~|~|XI(e) Skin carcinomas|81683260|2008
0-14|1.5|2.2|1.8|110|XI(f) Other and unspecified carcinomas|59850043|2008
0-19|3.9|4.8|4.3|366|XI(f) Other and unspecified carcinomas|81683260|2008
0-14|0.4|0.8|0.6|37|XII Other and unspecified malignant neoplasms|59850043|2008
0-19|0.5|0.9|0.7|59|XII Other and unspecified malignant neoplasms|81683260|2008
0-14|0.2|0.5|0.4|22|XII(a) Other specified malignant tumors|59850043|2008
0-19|0.2|0.5|0.4|29|XII(a) Other specified malignant tumors|81683260|2008
0-14|~|~|~|~|XII(b) Other unspecified malignant tumors|59850043|2008
0-19|0.2|0.5|0.4|30|XII(b) Other unspecified malignant tumors|81683260|2008
0-14|156.6|163.0|159.8|9647|All ICCC Groups Combined|60026780|2009
0-19|170.9|176.6|173.7|14339|All ICCC Groups Combined|81846618|2009
0-14|50.0|53.6|51.8|3136|I Leukemias, myeloproliferative & myelodysplastic diseases|60026780|2009
0-19|45.0|48.0|46.5|3807|I Leukemias, myeloproliferative & myelodysplastic diseases|81846618|2009
0-14|38.8|42.0|40.4|2445|I(a) Lymphoid leukemias|60026780|2009
0-19|32.9|35.5|34.2|2789|I(a) Lymphoid leukemias|81846618|2009
0-14|6.7|8.0|7.3|444|I(b) Acute myeloid leukemias|60026780|2009
0-19|7.1|8.3|7.6|631|I(b) Acute myeloid leukemias|81846618|2009
0-14|1.3|1.9|1.6|94|I(c) Chronic myeloproliferative diseases|60026780|2009
0-19|1.9|2.5|2.2|182|I(c) Chronic myeloproliferative diseases|81846618|2009
0-14|1.2|1.8|1.5|89|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60026780|2009
0-19|1.2|1.7|1.4|116|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81846618|2009
0-14|0.8|1.4|1.1|64|I(e) Unspecified and other specified leukemias|60026780|2009
0-19|0.9|1.3|1.1|89|I(e) Unspecified and other specified leukemias|81846618|2009
0-14|15.5|17.5|16.5|986|II Lymphomas and reticuloendothelial neoplasms|60026780|2009
0-19|23.7|25.8|24.8|2063|II Lymphomas and reticuloendothelial neoplasms|81846618|2009
0-14|5.1|6.3|5.6|336|II(a) Hodgkin lymphomas|60026780|2009
0-19|11.6|13.1|12.3|1041|II(a) Hodgkin lymphomas|81846618|2009
0-14|6.3|7.6|6.9|413|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60026780|2009
0-19|8.1|9.4|8.7|722|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81846618|2009
0-14|1.9|2.7|2.3|137|II(c) Burkitt lymphoma|60026780|2009
0-19|1.9|2.5|2.2|178|II(c) Burkitt lymphoma|81846618|2009
0-14|1.1|1.8|1.4|87|II(d) Miscellaneous lymphoreticular neoplasms|60026780|2009
0-19|0.9|1.4|1.1|94|II(d) Miscellaneous lymphoreticular neoplasms|81846618|2009
0-14|~|~|~|~|II(e) Unspecified lymphomas|60026780|2009
0-19|0.2|0.5|0.3|28|II(e) Unspecified lymphomas|81846618|2009
0-14|32.9|35.8|34.3|2065|III CNS and misc intracranial and intraspinal neoplasms|60026780|2009
0-19|29.7|32.1|30.9|2516|III CNS and misc intracranial and intraspinal neoplasms|81846618|2009
0-14|2.1|2.9|2.5|151|III(a) Ependymomas and choroid plexus tumor|60026780|2009
0-19|2.1|2.7|2.4|197|III(a) Ependymomas and choroid plexus tumor|81846618|2009
0-14|15.7|17.7|16.7|1003|III(b) Astrocytomas|60026780|2009
0-19|14.5|16.2|15.4|1252|III(b) Astrocytomas|81846618|2009
0-14|6.8|8.2|7.5|453|III(c) Intracranial and intraspinal embryonal tumors|60026780|2009
0-19|5.7|6.8|6.3|509|III(c) Intracranial and intraspinal embryonal tumors|81846618|2009
0-14|5.9|7.2|6.5|389|III(d) Other gliomas|60026780|2009
0-19|5.3|6.3|5.8|469|III(d) Other gliomas|81846618|2009
0-14|0.4|0.8|0.6|34|III(e) Other specified intracranial & intraspinal neoplasms|60026780|2009
0-19|0.4|0.8|0.6|47|III(e) Other specified intracranial & intraspinal neoplasms|81846618|2009
0-14|0.4|0.8|0.6|35|III(f) Unspecified intracranial and intraspinal neoplasms|60026780|2009
0-19|0.4|0.7|0.5|42|III(f) Unspecified intracranial and intraspinal neoplasms|81846618|2009
0-14|9.8|11.5|10.6|651|IV Neuroblastoma and other peripheral nervous cell tumors|60026780|2009
0-19|7.5|8.8|8.1|665|IV Neuroblastoma and other peripheral nervous cell tumors|81846618|2009
0-14|9.7|11.3|10.5|642|IV(a) Neuroblastoma and ganglioneuroblastoma|60026780|2009
0-19|7.3|8.5|7.9|647|IV(a) Neuroblastoma and ganglioneuroblastoma|81846618|2009
0-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|60026780|2009
0-19|0.1|0.3|0.2|18|IV(b) Other peripheral nervous cell tumors|81846618|2009
0-14|9.7|11.4|10.5|634|IX Soft tissue and other extraosseous sarcomas|60026780|2009
0-19|11.1|12.6|11.8|974|IX Soft tissue and other extraosseous sarcomas|81846618|2009
0-14|3.9|4.9|4.4|263|IX(a) Rhabdomyosarcomas|60026780|2009
0-19|3.7|4.6|4.1|338|IX(a) Rhabdomyosarcomas|81846618|2009
0-14|1.0|1.6|1.2|75|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60026780|2009
0-19|1.2|1.8|1.5|122|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81846618|2009
0-14|~|~|~|~|IX(c) Kaposi sarcoma|60026780|2009
0-19|~|~|~|~|IX(c) Kaposi sarcoma|81846618|2009
0-14|3.3|4.3|3.8|226|IX(d) Other specified soft tissue sarcomas|60026780|2009
0-19|4.3|5.3|4.8|395|IX(d) Other specified soft tissue sarcomas|81846618|2009
0-14|0.9|1.5|1.2|70|IX(e) Unspecified soft tissue sarcomas|60026780|2009
0-19|1.1|1.6|1.4|112|IX(e) Unspecified soft tissue sarcomas|81846618|2009
0-14|0.2|0.6|0.4|23|Not classified by ICCC|60026780|2009
0-19|0.3|0.5|0.4|31|Not classified by ICCC|81846618|2009
0-14|3.8|4.8|4.3|262|V Retinoblastoma|60026780|2009
0-19|2.8|3.6|3.2|262|V Retinoblastoma|81846618|2009
0-14|8.3|9.9|9.1|554|VI Renal tumors|60026780|2009
0-19|6.7|7.9|7.3|594|VI Renal tumors|81846618|2009
0-14|7.8|9.2|8.5|518|VI(a) Nephroblastoma and other nonepithelial renal tumors|60026780|2009
0-19|5.9|7.0|6.5|528|VI(a) Nephroblastoma and other nonepithelial renal tumors|81846618|2009
0-14|0.4|0.8|0.6|34|VI(b) Renal carcinomas|60026780|2009
0-19|0.6|1.0|0.8|64|VI(b) Renal carcinomas|81846618|2009
0-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|60026780|2009
0-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|81846618|2009
0-14|1.8|2.6|2.2|134|VII Hepatic tumors|60026780|2009
0-19|1.7|2.3|2.0|165|VII Hepatic tumors|81846618|2009
0-14|1.5|2.2|1.8|113|VII(a) Hepatoblastoma|60026780|2009
0-19|1.1|1.7|1.4|113|VII(a) Hepatoblastoma|81846618|2009
0-14|0.2|0.5|0.3|19|VII(b) Hepatic carcinomas|60026780|2009
0-19|0.4|0.8|0.6|50|VII(b) Hepatic carcinomas|81846618|2009
0-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60026780|2009
0-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81846618|2009
0-14|6.2|7.5|6.8|407|VIII Malignant bone tumors|60026780|2009
0-19|8.1|9.4|8.7|720|VIII Malignant bone tumors|81846618|2009
0-14|3.4|4.5|3.9|234|VIII(a) Osteosarcomas|60026780|2009
0-19|4.5|5.4|4.9|407|VIII(a) Osteosarcomas|81846618|2009
0-14|~|~|~|~|VIII(b) Chondrosarcomas|60026780|2009
0-19|0.2|0.4|0.3|24|VIII(b) Chondrosarcomas|81846618|2009
0-14|1.9|2.7|2.2|134|VIII(c) Ewing tumor and related sarcomas of bone|60026780|2009
0-19|2.5|3.2|2.8|234|VIII(c) Ewing tumor and related sarcomas of bone|81846618|2009
0-14|0.2|0.6|0.4|23|VIII(d) Other specified malignant bone tumors|60026780|2009
0-19|0.3|0.6|0.5|38|VIII(d) Other specified malignant bone tumors|81846618|2009
0-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|60026780|2009
0-19|0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|81846618|2009
0-14|4.8|6.0|5.4|324|X Germ cell, trophoblastic tumors & neoplasms of gonads|60026780|2009
0-19|10.6|12.1|11.3|959|X Germ cell, trophoblastic tumors & neoplasms of gonads|81846618|2009
0-14|1.1|1.7|1.4|81|X(a) Intracranial & intraspinal germ cell tumors|60026780|2009
0-19|1.4|1.9|1.6|134|X(a) Intracranial & intraspinal germ cell tumors|81846618|2009
0-14|0.9|1.4|1.1|70|X(b) Malignant extracranial & extragonadal germ cell tumors|60026780|2009
0-19|1.1|1.6|1.3|111|X(b) Malignant extracranial & extragonadal germ cell tumors|81846618|2009
0-14|2.2|3.1|2.6|159|X(c) Malignant gonadal germ cell tumors|60026780|2009
0-19|6.9|8.1|7.5|638|X(c) Malignant gonadal germ cell tumors|81846618|2009
0-14|~|~|~|~|X(d) Gonadal carcinomas|60026780|2009
0-19|0.4|0.8|0.6|49|X(d) Gonadal carcinomas|81846618|2009
0-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60026780|2009
0-19|0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|81846618|2009
0-14|6.4|7.8|7.1|422|XI Other malignant epithelial neoplasms and malignant melanomas|60026780|2009
0-19|16.9|18.7|17.8|1507|XI Other malignant epithelial neoplasms and malignant melanomas|81846618|2009
0-14|~|~|~|~|XI(a) Adrenocortical carcinomas|60026780|2009
0-19|0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|81846618|2009
0-14|2.4|3.2|2.8|166|XI(b) Thyroid carcinomas|60026780|2009
0-19|7.5|8.7|8.1|688|XI(b) Thyroid carcinomas|81846618|2009
0-14|0.3|0.6|0.4|24|XI(c) Nasopharyngeal carcinomas|60026780|2009
0-19|0.5|0.9|0.7|56|XI(c) Nasopharyngeal carcinomas|81846618|2009
0-14|1.4|2.1|1.8|105|XI(d) Malignant melanomas|60026780|2009
0-19|3.9|4.8|4.3|365|XI(d) Malignant melanomas|81846618|2009
0-14|~|~|~|~|XI(e) Skin carcinomas|60026780|2009
0-19|~|~|~|~|XI(e) Skin carcinomas|81846618|2009
0-14|1.5|2.2|1.8|108|XI(f) Other and unspecified carcinomas|60026780|2009
0-19|3.9|4.8|4.4|368|XI(f) Other and unspecified carcinomas|81846618|2009
0-14|0.6|1.1|0.8|49|XII Other and unspecified malignant neoplasms|60026780|2009
0-19|0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|81846618|2009
0-14|0.2|0.5|0.3|20|XII(a) Other specified malignant tumors|60026780|2009
0-19|0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|81846618|2009
0-14|0.3|0.7|0.5|29|XII(b) Other unspecified malignant tumors|60026780|2009
0-19|0.4|0.7|0.6|46|XII(b) Other unspecified malignant tumors|81846618|2009
0-14|160.8|167.3|164.0|9814|All ICCC Groups Combined|59550980|2010
0-19|172.3|178.1|175.2|14276|All ICCC Groups Combined|80961146|2010
0-14|51.2|54.9|53.1|3184|I Leukemias, myeloproliferative & myelodysplastic diseases|59550980|2010
0-19|46.3|49.3|47.8|3870|I Leukemias, myeloproliferative & myelodysplastic diseases|80961146|2010
0-14|38.6|41.8|40.2|2413|I(a) Lymphoid leukemias|59550980|2010
0-19|32.6|35.2|33.9|2737|I(a) Lymphoid leukemias|80961146|2010
0-14|6.6|8.0|7.3|437|I(b) Acute myeloid leukemias|59550980|2010
0-19|7.3|8.6|7.9|646|I(b) Acute myeloid leukemias|80961146|2010
0-14|1.6|2.4|2.0|117|I(c) Chronic myeloproliferative diseases|59550980|2010
0-19|2.2|2.9|2.6|210|I(c) Chronic myeloproliferative diseases|80961146|2010
0-14|1.6|2.3|1.9|114|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|59550980|2010
0-19|1.5|2.1|1.8|146|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|80961146|2010
0-14|1.4|2.1|1.7|103|I(e) Unspecified and other specified leukemias|59550980|2010
0-19|1.3|1.9|1.6|131|I(e) Unspecified and other specified leukemias|80961146|2010
0-14|18.1|20.4|19.2|1144|II Lymphomas and reticuloendothelial neoplasms|59550980|2010
0-19|25.5|27.8|26.6|2184|II Lymphomas and reticuloendothelial neoplasms|80961146|2010
0-14|4.7|5.9|5.3|314|II(a) Hodgkin lymphomas|59550980|2010
0-19|11.1|12.6|11.8|983|II(a) Hodgkin lymphomas|80961146|2010
0-14|6.4|7.7|7.0|417|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|59550980|2010
0-19|7.9|9.2|8.5|694|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|80961146|2010
0-14|2.1|2.9|2.4|145|II(c) Burkitt lymphoma|59550980|2010
0-19|2.1|2.8|2.4|193|II(c) Burkitt lymphoma|80961146|2010
0-14|3.8|4.9|4.3|259|II(d) Miscellaneous lymphoreticular neoplasms|59550980|2010
0-19|3.1|4.0|3.5|286|II(d) Miscellaneous lymphoreticular neoplasms|80961146|2010
0-14|~|~|~|~|II(e) Unspecified lymphomas|59550980|2010
0-19|0.2|0.5|0.3|28|II(e) Unspecified lymphomas|80961146|2010
0-14|32.5|35.4|33.9|2026|III CNS and misc intracranial and intraspinal neoplasms|59550980|2010
0-19|29.1|31.5|30.3|2441|III CNS and misc intracranial and intraspinal neoplasms|80961146|2010
0-14|2.7|3.6|3.1|187|III(a) Ependymomas and choroid plexus tumor|59550980|2010
0-19|2.3|3.1|2.7|218|III(a) Ependymomas and choroid plexus tumor|80961146|2010
0-14|15.9|18.0|16.9|1007|III(b) Astrocytomas|59550980|2010
0-19|14.6|16.4|15.5|1249|III(b) Astrocytomas|80961146|2010
0-14|6.6|8.0|7.3|438|III(c) Intracranial and intraspinal embryonal tumors|59550980|2010
0-19|5.5|6.6|6.1|487|III(c) Intracranial and intraspinal embryonal tumors|80961146|2010
0-14|5.0|6.2|5.6|331|III(d) Other gliomas|59550980|2010
0-19|4.6|5.6|5.1|410|III(d) Other gliomas|80961146|2010
0-14|0.5|0.9|0.7|39|III(e) Other specified intracranial & intraspinal neoplasms|59550980|2010
0-19|0.5|0.8|0.6|49|III(e) Other specified intracranial & intraspinal neoplasms|80961146|2010
0-14|0.3|0.6|0.4|24|III(f) Unspecified intracranial and intraspinal neoplasms|59550980|2010
0-19|0.2|0.5|0.3|28|III(f) Unspecified intracranial and intraspinal neoplasms|80961146|2010
0-14|9.9|11.6|10.7|649|IV Neuroblastoma and other peripheral nervous cell tumors|59550980|2010
0-19|7.6|8.9|8.2|666|IV Neuroblastoma and other peripheral nervous cell tumors|80961146|2010
0-14|9.8|11.4|10.6|640|IV(a) Neuroblastoma and ganglioneuroblastoma|59550980|2010
0-19|7.4|8.7|8.0|650|IV(a) Neuroblastoma and ganglioneuroblastoma|80961146|2010
0-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|59550980|2010
0-19|0.1|0.3|0.2|16|IV(b) Other peripheral nervous cell tumors|80961146|2010
0-14|10.4|12.1|11.2|667|IX Soft tissue and other extraosseous sarcomas|59550980|2010
0-19|11.5|13.1|12.3|999|IX Soft tissue and other extraosseous sarcomas|80961146|2010
0-14|4.9|6.1|5.5|327|IX(a) Rhabdomyosarcomas|59550980|2010
0-19|4.6|5.6|5.1|413|IX(a) Rhabdomyosarcomas|80961146|2010
0-14|0.5|0.9|0.7|41|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|59550980|2010
0-19|0.7|1.1|0.9|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|80961146|2010
0-14|~|~|~|~|IX(c) Kaposi sarcoma|59550980|2010
0-19|~|~|~|~|IX(c) Kaposi sarcoma|80961146|2010
0-14|3.3|4.3|3.8|224|IX(d) Other specified soft tissue sarcomas|59550980|2010
0-19|4.1|5.1|4.6|373|IX(d) Other specified soft tissue sarcomas|80961146|2010
0-14|1.0|1.6|1.3|75|IX(e) Unspecified soft tissue sarcomas|59550980|2010
0-19|1.4|2.0|1.7|137|IX(e) Unspecified soft tissue sarcomas|80961146|2010
0-14|~|~|~|~|Not classified by ICCC|59550980|2010
0-19|0.1|0.3|0.2|17|Not classified by ICCC|80961146|2010
0-14|3.8|4.9|4.3|261|V Retinoblastoma|59550980|2010
0-19|2.8|3.6|3.2|261|V Retinoblastoma|80961146|2010
0-14|7.7|9.1|8.4|506|VI Renal tumors|59550980|2010
0-19|6.0|7.2|6.6|534|VI Renal tumors|80961146|2010
0-14|7.3|8.8|8.0|486|VI(a) Nephroblastoma and other nonepithelial renal tumors|59550980|2010
0-19|5.6|6.7|6.1|493|VI(a) Nephroblastoma and other nonepithelial renal tumors|80961146|2010
0-14|0.2|0.5|0.3|17|VI(b) Renal carcinomas|59550980|2010
0-19|0.3|0.6|0.5|38|VI(b) Renal carcinomas|80961146|2010
0-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|59550980|2010
0-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|80961146|2010
0-14|2.5|3.4|2.9|178|VII Hepatic tumors|59550980|2010
0-19|2.2|2.9|2.6|209|VII Hepatic tumors|80961146|2010
0-14|2.1|2.9|2.5|150|VII(a) Hepatoblastoma|59550980|2010
0-19|1.6|2.2|1.9|153|VII(a) Hepatoblastoma|80961146|2010
0-14|0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|59550980|2010
0-19|0.5|0.9|0.7|55|VII(b) Hepatic carcinomas|80961146|2010
0-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|59550980|2010
0-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|80961146|2010
0-14|5.8|7.1|6.4|381|VIII Malignant bone tumors|59550980|2010
0-19|7.5|8.7|8.1|660|VIII Malignant bone tumors|80961146|2010
0-14|3.2|4.2|3.7|217|VIII(a) Osteosarcomas|59550980|2010
0-19|4.3|5.2|4.7|385|VIII(a) Osteosarcomas|80961146|2010
0-14|~|~|~|~|VIII(b) Chondrosarcomas|59550980|2010
0-19|0.2|0.5|0.3|27|VIII(b) Chondrosarcomas|80961146|2010
0-14|1.8|2.6|2.2|129|VIII(c) Ewing tumor and related sarcomas of bone|59550980|2010
0-19|2.1|2.8|2.5|201|VIII(c) Ewing tumor and related sarcomas of bone|80961146|2010
0-14|0.2|0.5|0.3|17|VIII(d) Other specified malignant bone tumors|59550980|2010
0-19|0.3|0.6|0.4|33|VIII(d) Other specified malignant bone tumors|80961146|2010
0-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|59550980|2010
0-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|80961146|2010
0-14|5.4|6.7|6.0|357|X Germ cell, trophoblastic tumors & neoplasms of gonads|59550980|2010
0-19|10.4|11.8|11.1|920|X Germ cell, trophoblastic tumors & neoplasms of gonads|80961146|2010
0-14|1.4|2.1|1.8|104|X(a) Intracranial & intraspinal germ cell tumors|59550980|2010
0-19|1.6|2.2|1.9|152|X(a) Intracranial & intraspinal germ cell tumors|80961146|2010
0-14|1.0|1.6|1.3|78|X(b) Malignant extracranial & extragonadal germ cell tumors|59550980|2010
0-19|1.1|1.6|1.3|106|X(b) Malignant extracranial & extragonadal germ cell tumors|80961146|2010
0-14|2.2|3.0|2.6|153|X(c) Malignant gonadal germ cell tumors|59550980|2010
0-19|6.5|7.6|7.0|588|X(c) Malignant gonadal germ cell tumors|80961146|2010
0-14|~|~|~|~|X(d) Gonadal carcinomas|59550980|2010
0-19|0.4|0.7|0.5|44|X(d) Gonadal carcinomas|80961146|2010
0-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|59550980|2010
0-19|0.2|0.5|0.4|30|X(e) Other and unspecified malignant gonadal tumors|80961146|2010
0-14|6.2|7.6|6.9|407|XI Other malignant epithelial neoplasms and malignant melanomas|59550980|2010
0-19|16.6|18.4|17.5|1458|XI Other malignant epithelial neoplasms and malignant melanomas|80961146|2010
0-14|~|~|~|~|XI(a) Adrenocortical carcinomas|59550980|2010
0-19|0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|80961146|2010
0-14|2.3|3.1|2.7|157|XI(b) Thyroid carcinomas|59550980|2010
0-19|7.8|9.0|8.4|700|XI(b) Thyroid carcinomas|80961146|2010
0-14|0.2|0.5|0.3|17|XI(c) Nasopharyngeal carcinomas|59550980|2010
0-19|0.4|0.8|0.6|48|XI(c) Nasopharyngeal carcinomas|80961146|2010
0-14|1.6|2.3|1.9|113|XI(d) Malignant melanomas|59550980|2010
0-19|3.5|4.4|3.9|324|XI(d) Malignant melanomas|80961146|2010
0-14|~|~|~|~|XI(e) Skin carcinomas|59550980|2010
0-19|~|~|~|~|XI(e) Skin carcinomas|80961146|2010
0-14|1.4|2.1|1.8|104|XI(f) Other and unspecified carcinomas|59550980|2010
0-19|3.9|4.8|4.3|360|XI(f) Other and unspecified carcinomas|80961146|2010
0-14|0.5|0.9|0.7|40|XII Other and unspecified malignant neoplasms|59550980|2010
0-19|0.5|0.9|0.7|57|XII Other and unspecified malignant neoplasms|80961146|2010
0-14|0.2|0.6|0.4|22|XII(a) Other specified malignant tumors|59550980|2010
0-19|0.2|0.5|0.4|30|XII(a) Other specified malignant tumors|80961146|2010
0-14|0.2|0.5|0.3|18|XII(b) Other unspecified malignant tumors|59550980|2010
0-19|0.2|0.5|0.3|27|XII(b) Other unspecified malignant tumors|80961146|2010
